TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 1000
timestep	f_total	f_elasticity	f_contraction	f_adhesion	f_motility	e_total	e_elasticity	e_adhesion	e_contraction	shape
0	95.2871	84.8819	40.8386	15.8232	25.2648	92.579	9.16177	48.9243	34.4929	4.07703
0.01	90.5605	81.667	40.9909	15.7441	19.9484	92.1099	8.82324	48.8783	34.4083	4.0732
0.02	87.4092	79.728	39.3354	15.2128	25.9987	91.711	8.53775	48.8398	34.3334	4.06998
0.03	87.1667	78.1061	38.6506	14.9955	25.1441	91.3773	8.28919	48.8121	34.2761	4.06767
0.04	84.8897	76.561	38.1193	14.837	22.6323	91.0608	8.05155	48.7869	34.2223	4.06557
0.05	83.8947	75.1588	37.9029	14.7736	21.542	90.7594	7.82684	48.7626	34.1699	4.06355
0.06	82.4557	73.8278	38.8184	15.026	20.3107	90.4771	7.61603	48.7401	34.121	4.06168
0.07	77.4865	72.5315	37.1381	14.524	23.2875	90.213	7.41855	48.7193	34.0752	4.05994
0.08	77.2963	71.3061	36.8052	14.405	23.3068	89.9656	7.23078	48.7015	34.0334	4.05845
0.09	75.2855	70.1559	36.6227	14.3467	25.8665	89.7286	7.05823	48.6808	33.9895	4.05673
0.1	74.5821	68.9262	38.2936	14.7905	19.0934	89.5079	6.87581	48.6698	33.9623	4.05581
0.11	73.7175	67.915	36.437	14.2501	23.6837	89.2887	6.72233	48.6484	33.9179	4.05404
0.12	71.7409	66.8736	36.0283	14.1262	23.0678	89.0781	6.56831	48.6311	33.8787	4.05259
0.13	71.0554	65.294	35.9964	14.0775	23.8252	88.8473	6.39565	48.6143	33.8373	4.05119
0.14	72.4092	64.3486	37.5517	14.5586	21.8505	88.6502	6.25409	48.5974	33.7986	4.04979
0.15	67.4862	63.5209	35.3479	13.8755	22.2923	88.4624	6.12433	48.5793	33.7588	4.04827
0.16	66.5991	62.6729	35.026	13.7768	21.6401	88.2826	5.99816	48.5629	33.7216	4.04691
0.17	66.2107	61.3262	35.7416	13.9693	23.8469	88.0473	5.84703	48.5365	33.6638	4.04471
0.18	67.5204	60.6054	35.3513	13.8057	25.1326	87.8854	5.73871	48.5191	33.6277	4.04325
0.19	66.524	59.8563	34.9041	13.7172	20.5176	87.7226	5.63037	48.5015	33.5907	4.04179
0.2	65.42	59.1415	34.3573	13.5004	21.1275	87.5643	5.52489	48.4846	33.5548	4.04039
0.21	63.4163	58.4525	35.0893	13.7679	23.5786	87.4108	5.42076	48.4689	33.5211	4.03908
0.22	63.4997	57.1304	33.7391	13.2969	21.5818	87.1694	5.27772	48.4378	33.4539	4.03649
0.23	64.0907	56.1701	33.5266	13.1719	20.5217	86.9825	5.15941	48.4153	33.4078	4.03461
0.24	60.8752	55.5117	33.2871	13.0867	23.3667	86.8313	5.06278	48.3974	33.3711	4.03312
0.25	61.72	54.8929	33.0661	13.0051	23.679	86.6905	4.97371	48.3804	33.3364	4.0317
0.26	61.869	54.2892	32.8461	12.9293	22.7682	86.548	4.88077	48.3646	33.3026	4.03038
0.27	60.4723	53.6863	32.6439	12.8637	22.628	86.4107	4.79379	48.3482	33.2687	4.02902
0.28	58.0032	53.1659	32.4454	12.7983	22.3654	86.2776	4.71141	48.3315	33.2346	4.02763
0.29	59.8715	52.6459	32.2651	12.7399	21.8873	86.1503	4.63313	48.3155	33.2017	4.02629
0.3	58.9289	52.1193	32.0662	12.6762	20.5065	86.0209	4.55149	48.3002	33.1692	4.02502
0.31	57.4123	51.5933	31.8722	12.6202	20.7761	85.899	4.47616	48.285	33.1379	4.02375
0.32	54.8917	51.1255	31.6885	12.5681	21.673	85.7833	4.40793	48.269	33.1064	4.02241
0.33	57.0436	50.6655	31.4997	12.5131	24.9022	85.6695	4.34073	48.2533	33.0756	4.02111
0.34	53.8927	50.2042	31.3128	12.456	19.6628	85.5534	4.27075	48.2379	33.0448	4.01982
0.35	56.4997	49.7701	31.1551	12.4076	22.78	85.4482	4.20809	48.2238	33.0163	4.01865
0.36	55.1325	49.3403	30.9686	12.3504	21.3307	85.3361	4.14206	48.2083	32.9857	4.01736
0.37	52.8759	48.9372	30.7742	12.2898	22.6451	85.2293	4.08098	48.1928	32.9555	4.01607
0.38	53.6232	48.5475	30.5966	12.2362	21.5837	85.1278	4.02411	48.1774	32.9262	4.01478
0.39	53.0063	48.1436	30.4224	12.1813	24.0344	85.0311	3.96754	48.1641	32.8995	4.01367
0.4	53.5832	47.779	30.2739	12.135	22.1665	84.935	3.91185	48.1505	32.8727	4.01254
0.41	53.9219	47.4159	30.1152	12.0863	23.642	84.8352	3.85435	48.1363	32.8446	4.01135
0.42	52.0715	47.0478	29.9474	12.0314	23.2092	84.7383	3.79757	48.123	32.8178	4.01025
0.43	50.5231	46.7107	29.8029	11.9834	24.0382	84.6469	3.74623	48.1094	32.7912	4.00912
0.44	51.2765	46.3991	29.6453	11.9316	21.5075	84.5578	3.69749	48.0957	32.7647	4.00797
0.45	51.582	46.069	29.492	11.8854	23.4655	84.4691	3.64596	48.0833	32.7399	4.00694
0.46	46.5714	45.755	29.3407	11.8361	21.5405	84.3825	3.59733	48.0704	32.7148	4.00587
0.47	50.1138	45.4618	29.2061	11.7883	22.7632	84.3014	3.55225	48.0582	32.691	4.00485
0.48	48.9078	45.1812	29.0374	11.7401	22.2521	84.2167	3.50695	48.0445	32.6652	4.00371
0.49	45.3584	44.8742	28.8806	11.6947	22.3053	84.1353	3.46122	48.0325	32.6416	4.00271
0.5	47.8246	44.605	28.7326	11.6462	20.9083	84.0565	3.42114	48.0189	32.6165	4.00157
0.51	47.9215	44.389	28.5658	11.5923	21.4924	83.9762	3.3811	48.0047	32.5904	4.00039
0.52	46.6143	44.1119	28.4501	11.5526	22.8721	83.9008	3.33876	47.9936	32.5684	3.99947
0.53	47.676	43.8517	28.309	11.4996	20.5097	83.8259	3.29838	47.9818	32.5457	3.99849
0.54	46.7396	43.6055	28.1714	11.4557	24.1484	83.7536	3.25986	47.9703	32.5235	3.99752
0.55	48.237	43.2205	28.213	11.4065	24.8851	83.6366	3.20327	47.9497	32.4837	3.99581
0.56	47.0372	42.9408	28.0818	11.3617	24.8334	83.5581	3.15889	47.9383	32.461	3.99486
0.57	48.7283	42.6867	27.9556	11.3178	21.5695	83.4857	3.12014	47.9267	32.4388	3.99389
0.58	48.7385	42.4157	27.8373	11.2766	22.2565	83.4099	3.07908	47.9148	32.4161	3.9929
0.59	42.5037	42.1827	27.7173	11.2349	26.3822	83.3369	3.04002	47.9031	32.3938	3.99192
0.6	44.7366	41.9636	27.5827	11.1895	24.6136	83.2718	3.00779	47.8915	32.3725	3.99096
0.61	42.4956	41.72	27.466	11.151	21.5647	83.2046	2.9717	47.8808	32.3521	3.99007
0.62	42.1152	41.5028	27.3568	11.1093	20.5186	83.1428	2.93997	47.8702	32.3326	3.98918
0.63	44.4157	41.2956	27.2307	11.0654	22.4187	83.0786	2.90698	47.8594	32.3123	3.98828
0.64	46.7067	41.0649	27.1231	11.0279	23.6559	83.0128	2.87108	47.8491	32.2926	3.98742
0.65	43.4728	40.8337	27.0073	10.9851	22.4026	82.948	2.83872	47.8376	32.2716	3.98647
0.66	43.249	40.6336	26.8764	10.9384	23.9625	82.8848	2.80778	47.8262	32.2508	3.98552
0.67	42.2223	40.0227	26.9539	10.9708	20.9274	82.7712	2.74625	47.807	32.218	3.98391
0.68	46.4916	39.8264	26.7972	10.9111	22.1305	82.7083	2.7166	47.7948	32.1969	3.9829
0.69	44.4241	39.6093	26.6828	10.8675	20.318	82.6429	2.68224	47.7839	32.1767	3.98199
0.7	43.5015	39.405	26.5566	10.8247	23.389	82.5821	2.65363	47.7723	32.1562	3.98103
0.71	44.858	39.1977	26.4336	10.7788	23.6616	82.5208	2.62102	47.7624	32.1374	3.9802
0.72	39.6606	39.023	26.3031	10.7305	26.2191	82.4578	2.59105	47.7504	32.1164	3.9792
0.73	43.3145	38.8794	26.1813	10.6907	21.7415	82.4027	2.56629	47.7392	32.0971	3.97827
0.74	38.9467	38.6821	26.0792	10.6599	19.5164	82.3456	2.5391	47.7284	32.0781	3.97737
0.75	43.8245	38.5431	25.9608	10.6194	24.2505	82.292	2.51653	47.7167	32.0588	3.9764
0.76	40.1471	38.3429	25.8597	10.5881	24.122	82.2337	2.48714	47.7065	32.0401	3.97554
0.77	40.9964	38.1514	25.7484	10.5461	22.5544	82.1798	2.45784	47.698	32.0239	3.97484
0.78	40.9861	37.9532	25.9236	10.5829	23.9932	82.0852	2.41373	47.6799	31.9915	3.97332
0.79	44.9293	37.7632	25.8513	10.5563	20.5611	82.0289	2.3872	47.6691	31.9726	3.97242
0.8	43.6102	37.5964	25.7442	10.5171	24.1736	81.9718	2.36239	47.6572	31.9522	3.97143
0.81	43.8317	37.4022	25.6523	10.4823	24.6178	81.9152	2.33373	47.6473	31.9342	3.97061
0.82	36.4049	37.1732	25.5747	10.4543	21.3104	81.8592	2.30424	47.6382	31.9168	3.96985
0.83	40.1734	37.0457	25.4734	10.4201	24.2033	81.8091	2.28534	47.6263	31.8975	3.96886
0.84	40.188	36.8536	25.3839	10.3881	22.7977	81.7559	2.26005	47.6161	31.8797	3.96801
0.85	41.4272	36.6732	25.2997	10.3585	22.8581	81.7065	2.23679	47.6065	31.8632	3.96721
0.86	35.9352	36.5371	25.2086	10.3287	21.9701	81.6565	2.21545	47.5958	31.8453	3.96632
0.87	42.5067	36.4188	25.1284	10.3001	25.3804	81.6103	2.19654	47.5856	31.8282	3.96546
0.88	37.6904	36.2075	25.0495	10.2697	22.5301	81.5589	2.1691	47.5773	31.8125	3.96478
0.89	40.088	36.0617	24.9677	10.2416	21.0908	81.513	2.14814	47.5683	31.7965	3.96402
0.9	40.1599	35.9332	24.8769	10.2134	25.5207	81.4648	2.12892	47.5574	31.7785	3.96312
0.91	40.0817	35.7618	24.7938	10.1845	24.4265	81.4192	2.10679	47.5488	31.7636	3.9624
0.92	38.9485	35.6215	24.7122	10.1576	25.3341	81.3721	2.08556	47.5391	31.7474	3.96159
0.93	40.7269	35.4544	24.6276	10.1305	22.0811	81.325	2.06517	47.5292	31.7307	3.96076
0.94	38.2177	35.3166	24.5473	10.1042	21.5689	81.2795	2.04683	47.5189	31.7138	3.95991
0.95	36.092	35.1879	24.4695	10.0781	22.2821	81.2349	2.02675	47.51	31.6982	3.95916
0.96	36.661	35.0207	24.3943	10.0471	21.4229	81.1933	2.00542	47.5028	31.6851	3.95857
0.97	39.3139	34.9068	24.3163	10.0194	23.5583	81.1543	1.98906	47.4944	31.6708	3.95787
0.98	36.9135	34.7572	24.2405	9.98987	25.88	81.1116	1.96947	47.486	31.6561	3.95717
0.99	35.9418	34.5829	24.1553	9.96199	19.9908	81.0712	1.9482	47.4794	31.6437	3.95661
1	38.8286	34.46	24.0809	9.93752	23.6856	81.031	1.93199	47.4703	31.6287	3.95586
1.01	36.5193	34.3131	24.0103	9.91597	24.3425	80.9914	1.9145	47.462	31.6149	3.95517
1.02	37.2947	34.1614	23.9533	9.89689	23.9368	80.95	1.89421	47.4543	31.6015	3.95452
1.03	37.7329	34.059	23.8755	9.8692	24.0155	80.9126	1.8781	47.4463	31.5882	3.95386
1.04	37.1088	33.9448	23.7915	9.83944	22.4444	80.8732	1.86174	47.4377	31.5738	3.95314
1.05	35.7649	33.8169	23.7266	9.81588	21.4982	80.8351	1.84353	47.4305	31.5611	3.95254
1.06	36.3704	33.682	23.6653	9.79559	21.779	80.7999	1.82837	47.4231	31.5485	3.95192
1.07	35.3326	33.595	23.5941	9.76928	20.7246	80.7641	1.8134	47.4153	31.5355	3.95127
1.08	36.4996	33.4964	23.529	9.74388	22.1437	80.7281	1.80053	47.4064	31.5212	3.95053
1.09	34.7449	33.3897	23.4637	9.71938	24.4347	80.6899	1.78518	47.3978	31.507	3.94982
1.1	39.2829	33.2599	23.4045	9.69842	23.7905	80.6548	1.76609	47.3923	31.4964	3.94936
1.11	37.8014	33.1277	23.3389	9.67557	22.1872	80.6185	1.74927	47.3852	31.4841	3.94876
1.12	32.9089	32.9865	23.2773	9.65447	23.952	80.5822	1.73251	47.378	31.4717	3.94817
1.13	36.864	32.9163	23.2	9.62669	23.5966	80.5522	1.72164	47.3706	31.4599	3.94755
1.14	36.1002	32.8486	23.1229	9.59981	21.9243	80.5178	1.70884	47.3625	31.4465	3.94687
1.15	34.3095	32.7305	23.0681	9.57849	25.2511	80.485	1.69462	47.3557	31.4347	3.9463
1.16	32.9866	32.6565	23.0026	9.55603	24.1937	80.4554	1.6836	47.3485	31.4234	3.9457
1.17	34.9557	32.5842	22.93	9.53171	20.19	80.4254	1.67313	47.3408	31.4115	3.94506
1.18	33.0926	32.4802	22.902	9.52271	25.19	80.3948	1.66109	47.3338	31.3999	3.94448
1.19	33.4336	32.4072	22.8133	9.49135	24.3526	80.3624	1.64981	47.3255	31.3871	3.9438
1.2	35.7529	32.2914	22.7649	9.47568	26.709	80.334	1.63541	47.3206	31.378	3.94338
1.21	34.1944	32.1944	22.7018	9.45688	26.5701	80.3056	1.62483	47.3138	31.3669	3.94282
1.22	34.8085	32.0799	22.7845	9.48972	23.4692	80.2767	1.61179	47.308	31.3569	3.94233
1.23	35.9949	31.9697	22.8309	9.50419	22.5932	80.2462	1.59863	47.3015	31.3461	3.94179
1.24	33.1778	31.857	23.0201	9.5855	21.2009	80.2185	1.5867	47.2955	31.3363	3.94129
1.25	31.7629	31.7979	22.7804	9.49049	22.6931	80.195	1.57809	47.2898	31.3271	3.94081
1.26	33.2559	31.6964	22.5778	9.41705	23.0585	80.1677	1.56839	47.2829	31.3164	3.94024
1.27	31.5613	31.614	22.3593	9.33748	24.1291	80.1403	1.55723	47.2768	31.3063	3.93973
1.28	34.335	31.5383	22.3748	9.34381	22.7994	80.1139	1.54924	47.2695	31.2952	3.93913
1.29	31.5577	31.4802	22.4724	9.37876	22.7022	80.0869	1.54069	47.2622	31.284	3.93852
1.3	34.038	31.4277	23.1035	9.62911	23.2919	80.0621	1.53199	47.256	31.2741	3.938
1.31	34.5426	31.3768	22.5907	9.43668	25.8589	80.0363	1.52348	47.2492	31.2636	3.93743
1.32	33.5498	31.3017	22.0824	9.24964	22.6253	80.0105	1.51405	47.2429	31.2536	3.93691
1.33	30.0548	31.2086	22.031	9.23523	24.5701	79.9842	1.50282	47.2373	31.2441	3.93644
1.34	31.2232	31.1244	21.9886	9.22477	21.8984	79.9599	1.49356	47.2315	31.2349	3.93596
1.35	31.8541	31.0437	21.9337	9.20551	22.809	79.936	1.48448	47.2258	31.2257	3.93548
1.36	28.5046	30.9297	22.0213	9.23954	22.4513	79.9123	1.47222	47.2217	31.2184	3.93514
1.37	29.9085	30.8525	21.9368	9.20762	23.1967	79.8906	1.4632	47.2169	31.2105	3.93474
1.38	33.0318	30.7664	22.0747	9.26719	23.0495	79.8682	1.45381	47.212	31.2024	3.93433
1.39	33.5113	30.7279	22.0428	9.25666	24.9655	79.8449	1.44636	47.2058	31.1927	3.93382
1.4	32.7445	30.6743	22.0443	9.26232	22.5298	79.8213	1.4373	47.2002	31.1837	3.93335
1.41	33.3319	30.5822	21.7896	9.16064	21.0716	79.7979	1.42722	47.1953	31.1754	3.93294
1.42	32.8864	30.4854	21.7967	9.17066	25.0192	79.7756	1.41753	47.1906	31.1675	3.93255
1.43	31.3437	30.4212	21.5636	9.08768	24.733	79.7544	1.40851	47.186	31.1599	3.93217
1.44	33.1349	30.3614	21.5442	9.08045	21.4745	79.7342	1.40054	47.1813	31.1524	3.93177
1.45	30.9553	30.2627	21.4865	9.0599	23.089	79.7136	1.39009	47.1776	31.1458	3.93147
1.46	29.0293	30.2346	21.5001	9.06173	21.5412	79.6928	1.38352	47.1721	31.1372	3.93101
1.47	29.9428	30.1781	21.5841	9.09863	22.5177	79.6729	1.37709	47.1668	31.129	3.93056
1.48	32.5844	30.108	21.387	9.02035	22.565	79.6528	1.36905	47.1622	31.1216	3.93018
1.49	33.2283	30.081	21.3946	9.02683	18.8425	79.6335	1.36368	47.1566	31.1132	3.92972
1.5	31.81	30.0171	21.29	8.99116	24.5042	79.6147	1.35585	47.1525	31.1063	3.92938
1.51	30.2949	29.9328	21.2789	8.98826	24.0188	79.5929	1.34638	47.1479	31.0986	3.92899
1.52	30.8552	29.8806	21.209	8.96537	22.6404	79.5733	1.34076	47.1424	31.0902	3.92853
1.53	31.343	29.7911	21.2043	8.958	25.5372	79.5554	1.33245	47.1388	31.0842	3.92823
1.54	30.9278	29.7447	21.2327	8.96599	23.5339	79.5367	1.32669	47.1337	31.0763	3.92781
1.55	30.319	29.6968	21.2802	8.98977	22.7066	79.5188	1.32029	47.1292	31.0693	3.92743
1.56	33.4782	29.6224	21.2928	8.9909	20.4977	79.4998	1.31203	47.1252	31.0626	3.9271
1.57	29.8678	29.5792	21.3901	9.03456	24.7133	79.4814	1.30609	47.1203	31.055	3.92669
1.58	29.9584	29.5459	21.3474	9.01383	21.1682	79.4632	1.30017	47.1155	31.0475	3.92629
1.59	30.1088	29.4372	21.2046	8.96326	26.3877	79.446	1.2917	47.1123	31.042	3.92603
