TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 1000
timestep	f_total	f_elasticity	f_contraction	f_adhesion	f_motility	e_total	e_elasticity	e_adhesion	e_contraction	shape
4.87	23.3988	23.1189	16.8543	7.38475	26.9939	77.2039	0.664736	46.4681	30.0711	3.87234
4.88	26.2776	23.1018	16.8412	7.37831	23.0522	77.2008	0.663225	46.4675	30.0701	3.87229
4.89	24.1298	23.0864	16.835	7.37394	21.2184	77.1968	0.663098	46.4659	30.0678	3.87216
4.9	24.757	23.0857	16.8359	7.37534	26.2149	77.1939	0.662846	46.4648	30.0663	3.87207
4.91	26.2737	23.0503	16.8372	7.37527	24.9221	77.192	0.661316	46.4647	30.066	3.87206
4.92	23.5081	23.0671	16.8378	7.37786	25.3691	77.1889	0.66273	46.4627	30.0634	3.8719
4.93	20.7213	23.0787	16.8307	7.37605	21.2558	77.1863	0.663513	46.4612	30.0616	3.87177
4.94	24.8925	23.0731	16.8288	7.37432	24.3561	77.185	0.66204	46.4614	30.0616	3.87178
4.95	22.0183	23.0714	16.8274	7.3732	22.4489	77.1823	0.662023	46.4603	30.06	3.87169
4.96	22.3037	23.0887	16.8112	7.36694	20.9611	77.1798	0.663098	46.4587	30.058	3.87156
4.97	22.4714	23.1173	16.7993	7.36332	22.6306	77.1778	0.664521	46.4572	30.0561	3.87143
4.98	23.3957	23.1125	16.7864	7.35936	23.6275	77.1752	0.664793	46.4559	30.0545	3.87133
4.99	22.0839	23.0993	16.786	7.36013	21.853	77.1723	0.664529	46.4548	30.053	3.87124
5	23.7477	23.0664	16.7978	7.36209	25.7964	77.1712	0.662198	46.4555	30.0536	3.87129
5.01	24.2317	23.0683	16.792	7.36082	21.8895	77.1689	0.663258	46.4539	30.0517	3.87116
5.02	24.0331	23.0567	16.7892	7.36025	22.5682	77.1663	0.662919	46.453	30.0504	3.87108
5.03	23.1773	23.0891	16.7665	7.35424	23.0705	77.1634	0.664427	46.451	30.0479	3.87092
5.04	26.8946	23.0881	16.7464	7.3477	23.237	77.1611	0.663464	46.4505	30.0471	3.87088
5.05	23.6505	23.0806	16.7448	7.34771	22.7692	77.1581	0.663817	46.4491	30.0452	3.87076
5.06	22.0015	23.0666	16.7369	7.34418	25.1697	77.1555	0.664399	46.4477	30.0434	3.87064
5.07	24.6395	23.0612	16.7375	7.34332	23.0073	77.1541	0.663025	46.4477	30.0433	3.87064
5.08	26.2013	23.0662	16.729	7.34008	22.5915	77.1532	0.663494	46.4471	30.0426	3.87059
5.09	25.4976	23.061	16.7166	7.33571	26.3185	77.1512	0.662742	46.4466	30.0418	3.87055
5.1	23.1468	23.0224	16.7181	7.33609	23.3671	77.1495	0.660411	46.447	30.042	3.87059
5.11	24.0401	23.0219	16.7122	7.33402	23.7558	77.1472	0.66044	46.4461	30.0406	3.87051
5.12	24.5923	23.0005	16.7101	7.33403	23.612	77.1456	0.659851	46.4457	30.04	3.87048
5.13	25.0448	22.9938	16.714	7.33506	24.5213	77.1452	0.659395	46.4458	30.0401	3.87048
5.14	23.2229	22.9786	16.7056	7.32872	19.8768	77.1436	0.659344	46.4451	30.0392	3.87042
5.15	23.8557	22.9975	16.7012	7.32894	22.0167	77.142	0.65859	46.4448	30.0386	3.8704
5.16	22.6502	22.9916	16.6987	7.32772	22.1862	77.1401	0.658545	46.444	30.0375	3.87033
5.17	23.1159	23.0035	16.6994	7.3285	22.7214	77.1384	0.657778	46.4437	30.0369	3.87031
5.18	22.3103	22.9863	16.6947	7.32798	23.13	77.137	0.65628	46.4438	30.0369	3.87032
5.19	22.1467	22.972	16.7008	7.33041	22.7892	77.1358	0.656211	46.4434	30.0362	3.87028
5.2	24.3283	22.9669	16.6922	7.32877	21.529	77.1332	0.657009	46.4419	30.0343	3.87016
5.21	26.2405	22.9305	16.6896	7.32854	24.6481	77.1313	0.655688	46.4417	30.0339	3.87015
5.22	26.3886	22.925	16.6865	7.32799	21.915	77.1289	0.655781	46.4407	30.0324	3.87006
5.23	25.194	22.9281	16.6796	7.32657	24.2164	77.1263	0.655667	46.4396	30.031	3.86997
5.24	24.434	22.9367	16.6809	7.32771	23.474	77.1235	0.656995	46.4378	30.0287	3.86982
5.25	22.8481	22.9388	16.6738	7.32482	22.478	77.122	0.657877	46.4368	30.0273	3.86973
5.26	23.6167	22.9383	16.6525	7.31758	23.1792	77.1189	0.657849	46.4355	30.0255	3.86962
5.27	23.6951	22.9442	16.6352	7.31178	22.3581	77.1176	0.65737	46.4352	30.025	3.8696
5.28	25.386	22.9731	16.6215	7.30906	23.4119	77.115	0.659162	46.4332	30.0226	3.86943
5.29	23.7662	22.9873	16.6201	7.30935	20.4102	77.1132	0.659309	46.4324	30.0216	3.86936
5.3	23.0929	22.9641	16.6025	7.30193	21.2079	77.1116	0.658376	46.4322	30.021	3.86935
5.31	24.851	22.934	16.5975	7.30055	22.4017	77.1106	0.657191	46.4324	30.021	3.86936
5.32	23.516	22.9617	16.5919	7.29987	25.3372	77.1072	0.660355	46.4294	30.0175	3.86912
5.33	25.2733	22.9735	16.5807	7.2957	24.5818	77.1051	0.661384	46.428	30.0156	3.869
5.34	23.8547	22.9976	16.5727	7.29342	25.4945	77.1025	0.662317	46.4265	30.0137	3.86888
5.35	23.8799	23.0154	16.5661	7.29147	25.4988	77.1008	0.663035	46.4254	30.0124	3.86879
5.36	22.8139	23.0367	16.5519	7.28742	23.7598	77.0988	0.663599	46.4242	30.0109	3.86869
5.37	26.7613	23.0296	16.5434	7.28426	22.073	77.0963	0.663195	46.4234	30.0097	3.86862
5.38	24.8421	23.0116	16.5417	7.28403	24.8541	77.0941	0.663347	46.4224	30.0084	3.86853
5.39	21.5563	23.0266	16.5404	7.28528	23.4299	77.0911	0.663564	46.421	30.0065	3.86842
5.4	25.0996	23.0436	16.5271	7.27891	24.518	77.0891	0.663931	46.4199	30.0052	3.86833
5.41	24.2475	23.0572	16.5212	7.27882	22.8511	77.0861	0.665156	46.4181	30.0029	3.86818
5.42	21.7976	23.0238	16.5097	7.27362	23.1816	77.085	0.663094	46.4186	30.0033	3.86822
5.43	22.3375	22.9796	16.5144	7.27512	19.9454	77.0835	0.66181	46.4187	30.0031	3.86822
5.44	23.9078	22.994	16.5139	7.27484	23.7862	77.0814	0.662195	46.4176	30.0016	3.86813
5.45	21.4462	23.0062	16.5022	7.27287	22.3035	77.08	0.663607	46.4162	30.0001	3.86802
5.46	26.2863	23.0386	16.488	7.26964	23.7218	77.0778	0.665921	46.4142	29.9977	3.86785
5.47	26.5945	23.0383	16.4818	7.26828	22.2709	77.0765	0.665989	46.4136	29.9969	3.8678
5.48	22.416	23.045	16.4738	7.26622	23.3824	77.0743	0.666514	46.4124	29.9954	3.8677
5.49	22.7468	23.0372	16.4878	7.27223	21.2127	77.0729	0.665668	46.4122	29.995	3.86769
5.5	23.8328	23.0323	16.4876	7.27116	22.8301	77.0714	0.66694	46.411	29.9934	3.86758
5.51	23.7168	23.0399	16.4741	7.26752	21.5349	77.0696	0.667952	46.4097	29.992	3.86748
5.52	21.7764	23.0173	16.4642	7.26294	26.6216	77.0682	0.667761	46.4092	29.9912	3.86744
5.53	25.5757	22.9868	16.4613	7.26184	22.0441	77.0665	0.667423	46.4087	29.9904	3.86739
5.54	21.9443	22.9719	16.4674	7.26438	21.3325	77.0645	0.667061	46.408	29.9894	3.86734
5.55	22.6805	22.9154	16.4682	7.26255	23.4806	77.0631	0.664551	46.4087	29.9899	3.86739
5.56	25.6273	22.9513	16.4605	7.26084	22.6314	77.0616	0.665406	46.4076	29.9886	3.8673
5.57	24.1412	22.9659	16.4534	7.25891	22.2188	77.0593	0.666569	46.4061	29.9866	3.86718
5.58	25.7297	22.9363	16.452	7.2569	26.3184	77.0581	0.664446	46.4067	29.987	3.86722
5.59	25.1216	22.9596	16.4463	7.25439	25.919	77.0562	0.665641	46.4052	29.9853	3.8671
5.6	22.2252	22.933	16.4422	7.25168	22.4218	77.0552	0.663556	46.4058	29.9858	3.86715
5.61	21.6229	22.9363	16.4377	7.24907	24.3519	77.0536	0.663982	46.405	29.9847	3.86708
5.62	24.6425	22.9275	16.4327	7.24778	23.8088	77.0532	0.663319	46.4051	29.9848	3.8671
5.63	24.6287	22.9242	16.4289	7.24499	22.31	77.0518	0.662741	46.4048	29.9842	3.86707
5.64	25.288	22.9469	16.421	7.24439	23.8774	77.0504	0.662894	46.4041	29.9834	3.86701
5.65	19.9141	22.9549	16.4044	7.2402	18.9775	77.0488	0.662889	46.4034	29.9825	3.86695
5.66	22.8772	22.9435	16.4005	7.23818	25.0116	77.048	0.662226	46.4034	29.9823	3.86695
5.67	22.9231	22.9258	16.3947	7.23619	22.6999	77.0457	0.661902	46.4026	29.9812	3.86688
5.68	22.3107	22.9003	16.3937	7.2354	23.407	77.0442	0.660773	46.4025	29.9809	3.86688
5.69	26.24	22.8771	16.4093	7.2405	25.2786	77.0441	0.659258	46.4032	29.9817	3.86694
5.7	22.1963	22.8907	16.415	7.24339	21.4446	77.0427	0.659888	46.4023	29.9805	3.86686
5.71	25.1214	22.906	16.4015	7.23932	22.9949	77.0407	0.660643	46.4011	29.979	3.86676
5.72	23.9292	22.9066	16.3935	7.23463	25.2808	77.0392	0.660835	46.4003	29.978	3.86669
5.73	23.2243	22.8867	16.3907	7.23292	24.3991	77.0385	0.659379	46.4008	29.9784	3.86673
5.74	22.6175	22.9006	16.3888	7.2301	22.3797	77.0369	0.660245	46.3997	29.977	3.86664
5.75	22.9089	22.8707	16.4185	7.22052	23.705	77.005	0.650411	46.3908	29.9638	3.8659
5.76	23.1768	22.8725	16.4078	7.21941	24.374	77.0022	0.652066	46.3888	29.9614	3.86574
5.77	26.8968	22.8548	16.4043	7.21811	25.0597	76.9999	0.651621	46.388	29.9602	3.86567
5.78	23.6776	22.8522	16.4006	7.21688	21.9126	76.9968	0.651763	46.3867	29.9584	3.86555
5.79	22.3676	22.8633	16.3795	7.20968	23.6089	76.9937	0.652177	46.3852	29.9563	3.86543
5.8	22.3388	22.8777	16.3577	7.20288	24.4726	76.9903	0.651974	46.3838	29.9545	3.86531
5.81	23.6911	22.8873	16.348	7.20022	20.5144	76.9875	0.653367	46.3819	29.9523	3.86516
5.82	23.7055	22.8762	16.3465	7.19832	22.9955	76.9848	0.653592	46.3806	29.9506	3.86505
5.83	23.4045	22.9174	16.3385	7.19748	22.1169	76.9806	0.655774	46.3778	29.9471	3.86481
5.84	25.1359	22.9356	16.3382	7.1991	22.889	76.978	0.656984	46.3761	29.945	3.86467
5.85	24.2246	22.9543	16.3261	7.19544	24.1217	76.9747	0.658473	46.3738	29.9424	3.86449
5.86	24.1447	22.928	16.3159	7.19219	21.9433	76.9719	0.657831	46.3729	29.9412	3.86441
5.87	24.4681	22.8931	16.3087	7.18853	21.6175	76.969	0.65639	46.3723	29.9403	3.86436
5.88	25.0831	22.8768	16.2978	7.18401	23.1078	76.9665	0.65525	46.3717	29.9395	3.86431
5.89	24.9124	22.8982	16.2853	7.18086	22.6004	76.9634	0.656365	46.3698	29.9372	3.86415
5.9	24.2231	22.8963	16.2788	7.17933	25.7501	76.9603	0.657561	46.3679	29.9349	3.86399
5.91	27.0212	22.8738	16.2742	7.17816	21.3469	76.9579	0.655663	46.3677	29.9346	3.86398
5.92	24.3915	22.8761	16.2602	7.17436	21.189	76.955	0.655184	46.3667	29.9331	3.86389
5.93	24.0391	22.8796	16.2436	7.1705	23.6723	76.9531	0.655556	46.3656	29.9319	3.8638
5.94	24.7916	22.889	16.2381	7.16852	23.3106	76.9509	0.655963	46.3645	29.9305	3.86371
5.95	24.3584	22.8683	16.2391	7.16818	23.8326	76.9487	0.654401	46.3643	29.93	3.86369
5.96	27.0457	22.8871	16.2256	7.165	22.147	76.9461	0.65547	46.3626	29.928	3.86355
5.97	22.354	22.8933	16.2238	7.16519	23.5804	76.9433	0.656329	46.361	29.926	3.86342
5.98	22.9857	22.8991	16.2115	7.16261	20.5128	76.9409	0.657292	46.3595	29.9241	3.86329
5.99	24.8526	22.8915	16.2069	7.16236	21.8744	76.9391	0.656531	46.3591	29.9234	3.86326
6	23.4586	22.9064	16.2008	7.16058	21.0658	76.9369	0.657573	46.3576	29.9217	3.86314
6.01	25.2776	22.9201	16.1934	7.15929	23.2448	76.9338	0.658046	46.3561	29.9197	3.863
6.02	25.6088	22.876	16.1952	7.16085	23.9813	76.9323	0.654408	46.3571	29.9207	3.8631
6.03	22.9856	22.9079	16.1863	7.16142	24.7674	76.9302	0.654218	46.3563	29.9197	3.86303
6.04	23.555	22.9165	16.1803	7.1601	20.0235	76.928	0.655177	46.3549	29.9179	3.8629
6.05	26.2133	22.9191	16.1697	7.15751	22.3167	76.9262	0.654967	46.3541	29.9171	3.86284
6.06	21.9892	22.8907	16.1661	7.15761	23.7943	76.9249	0.65348	46.3543	29.9171	3.86286
6.07	19.8468	22.8939	16.1574	7.15881	21.5209	76.9227	0.654148	46.353	29.9156	3.86275
6.08	24.9677	22.8835	16.1447	7.15567	20.7827	76.9211	0.653769	46.3525	29.9148	3.86271
6.09	27.0027	22.8724	16.1381	7.15454	18.5811	76.9179	0.653842	46.3511	29.913	3.86259
6.1	23.1643	22.8526	16.1365	7.15507	24.573	76.9168	0.653686	46.3507	29.9124	3.86256
6.11	22.602	22.8464	16.1364	7.15496	23.1965	76.9148	0.652328	46.3505	29.9119	3.86254
6.12	24.0004	22.8235	16.1404	7.15491	21.1138	76.9133	0.651106	46.3505	29.9118	3.86254
6.13	24.3184	22.8318	16.1422	7.15608	26.1563	76.9117	0.651365	46.3496	29.9107	3.86247
6.14	24.0789	22.8105	16.1346	7.15422	22.1554	76.9095	0.650121	46.3493	29.9101	3.86244
6.15	29.8135	22.7832	16.1339	7.15399	23.5313	76.908	0.647407	46.35	29.9106	3.8625
6.16	25.515	22.7809	16.1263	7.15225	24.0537	76.9051	0.64729	46.3487	29.9091	3.8624
6.17	21.5891	22.776	16.1159	7.14874	23.7247	76.903	0.646426	46.3482	29.9083	3.86235
6.18	21.166	22.7749	16.112	7.14932	24.2982	76.901	0.646142	46.3475	29.9074	3.86229
6.19	23.3723	22.7685	16.1053	7.14659	22.6126	76.9003	0.644852	46.3478	29.9076	3.86231
6.2	22.6245	22.7496	16.1132	7.14756	22.6682	76.8987	0.643891	46.3476	29.9073	3.8623
6.21	23.2428	22.7261	16.1111	7.14911	26.1034	76.8967	0.642838	46.3472	29.9067	3.86227
6.22	23.3425	22.7127	16.1085	7.14788	27.526	76.895	0.642781	46.3465	29.9057	3.86221
6.23	25.1729	22.737	16.1135	7.15156	21.2895	76.8931	0.642599	46.3458	29.9047	3.86215
6.24	23.8791	22.754	16.1061	7.14898	23.8765	76.8913	0.643224	46.3447	29.9034	3.86206
6.25	25.0268	22.7538	16.0983	7.14882	23.1486	76.8897	0.643572	46.3438	29.9023	3.86199
6.26	25.5947	22.7644	16.0914	7.1457	22.7214	76.8873	0.643657	46.3428	29.9008	3.8619
6.27	24.6372	22.7836	16.0911	7.14606	25.4504	76.8851	0.644739	46.3413	29.8991	3.86178
6.28	25.501	22.7889	16.0756	7.14165	22.4186	76.8823	0.64645	46.3393	29.8965	3.86161
6.29	24.7842	22.7768	16.0675	7.1402	21.64	76.8809	0.646408	46.3387	29.8958	3.86156
6.3	23.7588	22.7528	16.0743	7.1396	24.2394	76.8794	0.645386	46.3386	29.8954	3.86155
6.31	23.7391	22.778	16.0633	7.13704	22.734	76.8777	0.645588	46.3378	29.8943	3.86149
6.32	23.6307	22.8144	16.056	7.13572	19.441	76.8758	0.645984	46.3368	29.893	3.8614
6.33	24.8337	22.8035	16.0576	7.13684	23.1296	76.8738	0.64552	46.3361	29.8921	3.86134
6.34	25.455	22.8003	16.061	7.13845	22.3416	76.8724	0.645414	46.3356	29.8914	3.8613
6.35	22.9681	22.7794	16.0501	7.13312	21.2644	76.8711	0.644209	46.3357	29.8912	3.86131
6.36	26.1359	22.7618	16.0524	7.13205	25.0978	76.87	0.642118	46.3362	29.8917	3.86135
6.37	22.9582	22.7737	16.0507	7.13178	22.8723	76.8675	0.642261	46.3351	29.8902	3.86126
6.38	23.9841	22.7849	16.042	7.12933	22.6582	76.8655	0.642759	46.334	29.8888	3.86116
6.39	21.6472	22.79	16.0412	7.13017	21.6906	76.8638	0.643209	46.333	29.8876	3.86109
6.4	27.8865	22.7585	16.0433	7.12927	25.0119	76.8628	0.642188	46.3331	29.8875	3.86109
6.41	24.4266	22.7713	16.0396	7.12916	21.8868	76.8607	0.643292	46.3317	29.8857	3.86097
6.42	26.2764	22.7849	16.0395	7.13116	22.0049	76.8589	0.643196	46.3309	29.8848	3.86091
6.43	24.797	22.7599	16.0446	7.13009	22.9885	76.8572	0.641286	46.3311	29.8848	3.86093
6.44	25.2308	22.7289	16.0406	7.12685	24.2198	76.8558	0.640445	46.3309	29.8845	3.86091
6.45	23.6895	22.7373	16.0449	7.12818	25.4707	76.8541	0.641029	46.3299	29.8832	3.86082
6.46	27.1549	22.7466	16.0374	7.12394	22.6595	76.8525	0.641401	46.329	29.8821	3.86075
6.47	26.2472	22.7485	16.0362	7.12282	23.3646	76.851	0.640787	46.3286	29.8816	3.86072
6.48	22.2329	22.7404	16.0318	7.12237	21.2829	76.85	0.641036	46.3281	29.8809	3.86067
6.49	24.0959	22.7684	16.0271	7.12083	21.7315	76.8481	0.642339	46.3266	29.8792	3.86055
6.5	22.3819	22.76	16.034	7.12135	21.5806	76.8478	0.641428	46.3269	29.8795	3.86057
6.51	22.5439	22.7574	16.041	7.12403	23.5308	76.8461	0.642286	46.3257	29.8781	3.86048
6.52	24.86	22.708	16.0416	7.12168	22.6479	76.8452	0.640441	46.3262	29.8786	3.86052
6.53	23.4017	22.6856	16.0474	7.12426	21.7709	76.8435	0.638734	46.3263	29.8785	3.86053
6.54	24.3034	22.6517	16.0523	7.12347	25.2079	76.8422	0.637686	46.3263	29.8783	3.86052
6.55	21.6524	22.6575	16.0439	7.1193	21.2775	76.8407	0.63804	46.3254	29.8772	3.86045
6.56	23.8412	22.6778	16.0355	7.12051	26.2076	76.8394	0.638832	46.3245	29.8761	3.86037
6.57	26.667	22.6434	16.0246	7.11614	23.7792	76.8382	0.63641	46.3251	29.8767	3.86042
6.58	23.0377	22.6464	16.0203	7.11528	24.3035	76.8362	0.636684	46.3241	29.8754	3.86034
6.59	20.3245	22.6399	16.012	7.11304	23.5413	76.8352	0.635769	46.3241	29.8753	3.86034
6.6	22.814	22.6635	16.0001	7.11125	20.778	76.8332	0.638626	46.3218	29.8728	3.86015
6.61	25.379	22.6762	15.9932	7.11049	24.07	76.8323	0.639682	46.3209	29.8718	3.86007
6.62	26.4351	22.6492	15.9896	7.1085	23.4213	76.8314	0.639207	46.3207	29.8715	3.86006
6.63	24.5603	22.6558	15.9939	7.11022	22.8519	76.8305	0.63816	46.3208	29.8716	3.86007
6.64	23.4256	22.6601	15.9843	7.10881	25.0066	76.8294	0.637597	46.3206	29.8712	3.86005
6.65	23.11	22.6502	15.9733	7.10527	22.3474	76.8289	0.636423	46.321	29.8715	3.86008
6.66	22.6542	22.634	15.9777	7.10682	25.1975	76.8278	0.635437	46.321	29.8714	3.86008
6.67	22.8933	22.6429	15.9692	7.10637	25.2459	76.8264	0.636293	46.3199	29.8702	3.86
6.68	27.2167	22.6522	15.9791	7.1098	20.7407	76.8246	0.637406	46.3186	29.8686	3.85988
6.69	29.0992	22.6449	15.9793	7.11103	25.0838	76.8235	0.637555	46.318	29.8679	3.85984
6.7	23.5443	22.6548	15.9798	7.10975	22.6211	76.822	0.637958	46.3172	29.8669	3.85977
6.71	22.4089	22.6263	15.9746	7.10861	20.7792	76.8209	0.637322	46.317	29.8666	3.85975
6.72	26.1303	22.619	15.9701	7.10762	20.8472	76.8199	0.637602	46.3163	29.8659	3.85969
6.73	24.3077	22.6354	15.9679	7.10973	21.1885	76.8185	0.638915	46.3151	29.8645	3.85959
6.74	26.7448	22.6361	15.9613	7.10809	22.4013	76.8171	0.639078	46.3144	29.8636	3.85954
6.75	24.9388	22.6376	15.9509	7.10433	23.8381	76.8161	0.638871	46.3141	29.8631	3.85951
6.76	21.4035	22.6572	15.9483	7.10693	24.7879	76.8141	0.640431	46.3124	29.8612	3.85937
6.77	21.7861	22.6708	15.9424	7.10452	22.2819	76.8132	0.640362	46.3121	29.8608	3.85934
6.78	21.8398	22.6648	15.9339	7.10097	22.997	76.8121	0.640123	46.3117	29.8602	3.85931
6.79	22.364	22.6439	15.9466	7.10443	23.5906	76.8119	0.638823	46.3122	29.8609	3.85935
6.8	27.309	22.6383	15.9489	7.1057	19.9622	76.8112	0.637928	46.3123	29.8609	3.85936
6.81	20.3102	22.6157	15.9429	7.10262	22.3723	76.8097	0.636653	46.3124	29.8607	3.85936
6.82	23.0511	22.6244	15.9358	7.10004	21.2665	76.8088	0.637249	46.3117	29.8599	3.8593
6.83	21.3092	22.6199	15.934	7.10062	25.2451	76.808	0.637456	46.3111	29.8594	3.85926
6.84	22.681	22.6361	15.9375	7.10098	22.1595	76.8073	0.637222	46.3109	29.8591	3.85924
6.85	20.6348	22.6235	15.9421	7.10476	24.2637	76.8066	0.63646	46.3111	29.8591	3.85925
6.86	21.707	22.6304	15.9385	7.1022	22.9141	76.8054	0.637145	46.3102	29.8581	3.85918
6.87	27.9143	22.6282	15.9279	7.10004	22.4618	76.8045	0.636717	46.31	29.8577	3.85917
6.88	20.9948	22.6166	15.9293	7.10201	23.533	76.8042	0.635261	46.3106	29.8584	3.85922
6.89	24.2969	22.6255	15.9168	7.09855	23.7895	76.8032	0.635402	46.3101	29.8577	3.85918
6.9	22.3231	22.6241	15.9192	7.09992	24.9752	76.8013	0.636823	46.3086	29.8559	3.85905
6.91	20.3438	22.5752	15.9261	7.09842	21.5597	76.8009	0.634197	46.3097	29.857	3.85914
6.92	22.2108	22.5841	15.9224	7.09727	24.7883	76.8	0.634415	46.3092	29.8563	3.8591
6.93	26.356	22.5717	15.9193	7.09641	23.5591	76.7995	0.63352	46.3095	29.8565	3.85912
6.94	22.2782	22.5793	15.9175	7.09453	24.3538	76.7992	0.63346	46.3093	29.8563	3.85911
6.95	22.2709	22.5587	15.9174	7.09229	24.6452	76.7984	0.632019	46.3097	29.8566	3.85914
6.96	23.0086	22.5203	15.9264	7.09345	21.514	76.7986	0.62874	46.3114	29.8584	3.85929
6.97	20.7003	22.5075	15.9153	7.09051	25.9552	76.7973	0.629064	46.3107	29.8575	3.85923
6.98	28.7576	22.4927	15.9187	7.09008	26.7421	76.7972	0.627922	46.3113	29.858	3.85927
6.99	21.8666	22.5293	15.9098	7.08776	23.5886	76.7959	0.629321	46.31	29.8565	3.85917
7	23.561	22.5167	15.9101	7.0877	21.0523	76.7948	0.629259	46.3096	29.8559	3.85913
7.01	20.0622	22.502	15.9189	7.08838	22.2811	76.7942	0.628673	46.3096	29.8559	3.85913
7.02	24.5392	22.5023	15.9188	7.08744	23.3127	76.7935	0.628136	46.3096	29.8558	3.85913
7.03	24.2655	22.5153	15.9131	7.08606	22.5741	76.7915	0.629581	46.308	29.8539	3.859
7.04	26.3271	22.51	15.9167	7.08642	20.8384	76.7907	0.628977	46.308	29.8538	3.859
7.05	27.5735	22.4777	15.9119	7.08376	22.3863	76.79	0.627201	46.3085	29.8543	3.85904
7.06	24.8643	22.4545	15.9036	7.08327	22.4068	76.7891	0.62747	46.308	29.8536	3.859
7.07	23.2908	22.4638	15.886	7.07618	21.1999	76.7886	0.62619	46.3084	29.854	3.85903
7.08	22.3976	22.4825	15.8757	7.07583	22.0078	76.7872	0.627039	46.3074	29.8528	3.85895
7.09	22.7982	22.5083	15.876	7.07708	24.2878	76.7864	0.627042	46.307	29.8524	3.85892
7.1	23.1818	22.5178	15.8754	7.078	21.4475	76.786	0.626031	46.3073	29.8527	3.85894
7.11	21.3646	22.5331	15.8747	7.07705	23.2906	76.7849	0.625743	46.3069	29.8522	3.85891
7.12	24.1904	22.5681	15.8649	7.0761	19.7011	76.7833	0.627911	46.3052	29.8502	3.85877
7.13	25.1275	22.5713	15.8668	7.07582	23.8424	76.7817	0.628875	46.3041	29.8488	3.85867
7.14	21.6334	22.5989	15.8584	7.07224	21.7926	76.7809	0.629364	46.3034	29.8481	3.85862
7.15	23.423	22.6005	15.86	7.07378	21.8003	76.7797	0.629429	46.3029	29.8474	3.85857
7.16	24.4641	22.622	15.8634	7.07657	21.6825	76.7792	0.630309	46.3023	29.8466	3.85852
7.17	23.1179	22.629	15.8503	7.07322	21.8192	76.7778	0.630643	46.3015	29.8457	3.85846
7.18	23.0222	22.6103	15.8582	7.07472	24.5354	76.7772	0.630099	46.3014	29.8456	3.85845
7.19	23.4235	22.6011	15.8485	7.07087	23.5794	76.7764	0.629748	46.3013	29.8454	3.85844
7.2	22.893	22.5884	15.8464	7.0691	24.3515	76.7753	0.629752	46.3009	29.8447	3.8584
7.21	24.7854	22.5964	15.8499	7.07013	23.807	76.7744	0.63054	46.3001	29.8438	3.85834
7.22	23.4436	22.5975	15.8558	7.07099	23.4638	76.7742	0.62998	46.3002	29.844	3.85835
7.23	24.3008	22.5921	15.8515	7.07078	23.798	76.774	0.628466	46.3008	29.8447	3.8584
7.24	24.4744	22.6094	15.8597	7.07389	23.394	76.7733	0.629321	46.3001	29.8439	3.85834
7.25	22.215	22.6087	15.8593	7.0758	23.9452	76.7726	0.629087	46.2999	29.8436	3.85833
7.26	25.6023	22.5769	15.8545	7.07258	25.4986	76.7721	0.628255	46.3001	29.8438	3.85834
7.27	23.005	22.5517	15.858	7.07168	21.4428	76.7714	0.626464	46.3007	29.8443	3.85839
7.28	26.3242	22.5589	15.8484	7.06877	24.8834	76.7699	0.626464	46.3	29.8434	3.85834
7.29	21.0836	22.5501	15.8481	7.06718	21.9469	76.7685	0.625753	46.2998	29.843	3.85832
7.3	23.1011	22.5505	15.8519	7.06798	25.0026	76.7679	0.625898	46.2994	29.8426	3.85828
7.31	23.9715	22.5312	15.841	7.06692	24.2859	76.767	0.625386	46.2993	29.8423	3.85828
7.32	24.3861	22.5157	15.8434	7.06901	24.6376	76.7664	0.624724	46.2994	29.8423	3.85828
7.33	22.7808	22.5296	15.8345	7.06699	21.4766	76.7651	0.624233	46.2991	29.8418	3.85826
7.34	23.8082	22.5238	15.8381	7.06829	23.0707	76.7642	0.624333	46.2987	29.8412	3.85822
7.35	24.4694	22.5357	15.8454	7.07096	23.3111	76.7619	0.625757	46.297	29.8392	3.85808
7.36	23.3506	22.5408	15.8397	7.06937	22.327	76.7617	0.624865	46.2973	29.8395	3.85811
7.37	22.9057	22.5157	15.8454	7.0692	22.6356	76.7616	0.623036	46.2982	29.8404	3.85818
7.38	22.4188	22.4945	15.85	7.06936	25.4693	76.7611	0.622895	46.298	29.8401	3.85817
7.39	21.7007	22.5369	15.8404	7.06796	23.4329	76.7593	0.625416	46.296	29.8379	3.858
7.4	21.1059	22.5485	15.8375	7.06585	20.0201	76.7586	0.626086	46.2954	29.8371	3.85795
7.41	25.4688	22.5302	15.831	7.06388	21.1352	76.7579	0.625582	46.2953	29.837	3.85795
7.42	25.6832	22.4996	15.8413	7.06683	22.5968	76.7577	0.624575	46.2957	29.8374	3.85798
7.43	22.0018	22.5199	15.8362	7.06774	25.2342	76.7564	0.626434	46.2942	29.8357	3.85785
7.44	24.8763	22.497	15.8368	7.06744	24.3036	76.7559	0.624959	46.2947	29.8362	3.85789
7.45	24.2311	22.5107	15.8358	7.06838	22.3986	76.7546	0.62614	46.2936	29.8349	3.8578
7.46	25.7735	22.5234	15.8328	7.06819	21.7032	76.7536	0.626056	46.2932	29.8343	3.85777
7.47	24.177	22.5093	15.8255	7.06407	21.2099	76.753	0.626295	46.2929	29.8338	3.85774
