timestep = 0
vx	vy
5.76224	2.51146	
5.44909	2.73186	
9.82689	4.21987	
0.460162	3.81249	
0.610433	3.3897	
2.9495	1.93173	
2.59554	2.31347	
1.7433	1.4479	
1.32064	1.77961	
0.852691	1.43841	
9.00902	0.0969182	
9.76556	0.749731	
8.56045	0.868241	
0.323396	2.84326	
2.31595	5.57708	
3.05968	4.68216	
3.35709	5.27938	
1.59454	4.05968	
1.59423	4.56326	
2.29512	3.55011	
2.46005	3.61682	
2.58966	4.58067	
2.27143	4.85433	
1.04102	4.69249	
1.2964	4.78594	
0.357401	5.0811	
1.28892	5.92195	
1.48478	5.6945	
9.50309	5.3674	
0.325475	5.54624	
1.90511	8.75874	
1.88305	8.19543	
2.47776	7.92255	
2.98368	8.80115	
2.51969	9.15046	
5.14727	5.99685	
6.09774	6.27457	
5.08989	6.83606	
5.98394	7.04768	
9.00864	0.0910503	
2.68211	1.35008	
2.93925	1.53475	
3.11451	1.46373	
2.58441	0.398872	
2.7642	0.110442	
5.79674	1.25614	
5.47301	0.473728	
4.7769	1.97919	
4.54543	1.33998	
4.4987	1.77227	
2.98551	3.39888	
3.08327	3.1395	
3.99856	4.18868	
3.46661	4.11413	
4.54311	3.65306	
4.32603	3.67446	
3.85942	3.04144	
5.06467	2.66032	
4.73178	2.21444	
3.99065	2.47857	
8.53197	0.88162	
9.38129	1.25987	
8.4302	1.66913	
8.8637	2.19198	
9.42667	1.99494	
4.86751	0.797338	
5.3146	0.452673	
3.83913	0.279222	
3.56788	0.788336	
7.83177	9.90471	
7.61243	0.68444	
7.50936	0.489145	
7.47855	1.53852	
7.41079	1.6307	
6.15313	1.31165	
6.20951	1.46785	
3.82845	0.197923	
4.80193	9.73456	
6.51757	0.770433	
7.26581	0.447211	
timestep = 2.88
vx	vy
5.99865	9.52656	
6.65841	9.28151	
6.18102	4.85312	
9.17931	4.60894	
8.85173	4.5578	
9.59293	7.14606	
1.58546	0.421365	
8.36421	3.81689	
5.81042	3.97637	
6.37113	3.59149	
3.93586	6.15931	
6.11732	8.13224	
5.30432	7.10089	
5.26745	7.29551	
4.76582	7.61036	
4.05702	6.59296	
2.36128	7.26528	
2.66101	6.80148	
3.71131	6.94979	
3.8401	7.34699	
6.75543	4.69116	
6.8464	3.89393	
7.72575	4.0494	
7.25144	3.70853	
7.29434	5.83384	
4.97891	4.77488	
4.32338	5.18303	
4.39663	5.6961	
9.53495	6.56005	
0.203964	6.21557	
0.214475	5.61195	
1.48392	7.27994	
1.18546	6.77124	
0.957717	0.0758092	
9.72646	8.30386	
9.15577	7.51154	
9.25224	8.09266	
9.91892	9.50108	
7.81944	7.89843	
6.85291	8.9041	
6.10262	9.54552	
8.99503	3.21922	
8.41582	3.56013	
8.73336	2.47544	
1.04896	3.37158	
1.32055	2.07809	
9.37235	3.34783	
9.57219	4.15704	
4.14724	5.08212	
2.52183	6.48737	
2.92176	5.98997	
1.45562	6.35539	
3.51461	7.72599	
1.12039	9.99761	
7.4425	5.6331	
7.24425	4.96208	
7.71465	4.62692	
8.28363	5.57968	
8.37222	4.98787	
6.11984	5.02988	
5.57324	5.19166	
6.70286	5.80321	
9.15364	5.71713	
9.2309	6.39236	
8.38044	7.19738	
8.39422	6.78799	
7.76779	7.7802	
8.17807	6.61996	
8.38865	5.69916	
6.96779	7.67895	
7.60157	6.71968	
6.56913	8.17564	
7.11486	7.07258	
9.79415	9.0551	
9.9128	8.89782	
8.8557	8.27299	
8.52157	8.9592	
7.37337	8.98876	
8.51547	9.75722	
8.67534	9.18785	
7.6468	8.72719	
0.424125	9.95433	
6.36451	2.87028	
1.74783	2.78659	
1.80786	2.4258	
0.463789	1.51164	
0.0102375	0.74508	
9.99531	2.76377	
9.88834	2.21316	
2.87855	5.84336	
5.57126	9.01545	
4.34185	8.45309	
5.59592	8.60159	
4.80621	8.14608	
3.68766	8.23767	
3.21516	8.83658	
2.5953	7.65024	
2.41015	9.61294	
1.24921	9.65873	
1.10966	9.16242	
6.50361	6.19292	
6.8973	7.50801	
5.50728	5.80047	
0.392862	7.80571	
1.03869	7.9644	
1.07833	8.04931	
0.7233	8.85762	
0.700853	6.77602	
0.283367	7.3535	
3.60877	9.39735	
3.48399	9.98073	
4.85748	9.34825	
4.39408	9.06523	
5.0374	4.14114	
5.5687	3.86315	
6.82326	2.59614	
7.34636	2.94249	
7.86634	2.49391	
7.72299	2.82984	
6.8304	1.71837	
5.76184	2.51089	
5.4479	2.73089	
9.8259	4.21793	
0.45934	3.81084	
0.6106	3.38886	
2.95006	1.93148	
2.59544	2.31276	
1.74279	1.44687	
1.3201	1.7778	
0.852748	1.43646	
9.0086	0.0965043	
9.76563	0.749114	
8.56032	0.867787	
0.323936	2.8417	
2.31606	5.57715	
3.06014	4.68116	
3.35674	5.27833	
1.5946	4.05892	
1.59421	4.56295	
2.29581	3.5495	
2.46072	3.61598	
2.59025	4.58013	
2.2721	4.85438	
1.03915	4.6917	
1.29523	4.78584	
0.35642	5.08017	
1.28905	5.92153	
1.48502	5.6948	
9.50141	5.36567	
0.324966	5.5453	
1.90541	8.75837	
1.88347	8.19466	
2.47884	7.92162	
2.98432	8.8004	
2.52011	9.15066	
5.14636	5.99684	
6.09836	6.27429	
5.08874	6.83413	
5.9835	7.04695	
9.00814	0.0906882	
2.68243	1.35023	
2.94021	1.53551	
3.11557	1.46514	
2.58473	0.399083	
2.76474	0.111064	
5.79632	1.25641	
5.47337	0.473855	
4.77769	1.98	
4.54583	1.34007	
4.49983	1.77319	
2.98553	3.39763	
3.08303	3.13868	
3.99877	4.18733	
3.46668	4.11289	
4.54276	3.65111	
4.32578	3.67279	
3.85852	3.03991	
5.06355	2.65937	
4.73183	2.21449	
3.99065	2.47812	
8.5324	0.881162	
9.38135	1.25978	
8.43055	1.66788	
8.86404	2.192	
9.42685	1.99475	
4.86825	0.797168	
5.31591	0.453222	
3.8397	0.279232	
3.56793	0.789153	
7.83128	9.90368	
7.61151	0.683794	
7.50832	0.489143	
7.47853	1.53828	
7.41095	1.6309	
6.15231	1.31225	
6.20862	1.46869	
3.82942	0.198015	
4.80301	9.73446	
6.51735	0.770573	
7.26506	0.447672	
timestep = 2.89
vx	vy
5.99903	9.52685	
6.65978	9.2804	
6.18088	4.85267	
9.17851	4.60726	
8.85181	4.55617	
9.59227	7.14446	
1.58662	0.421384	
8.36478	3.81587	
5.81087	3.9764	
6.37143	3.59156	
3.9346	6.1592	
6.11637	8.1324	
5.30435	7.10242	
5.26734	7.29583	
4.7658	7.60956	
4.05598	6.59345	
2.36094	7.26515	
2.66067	6.80121	
3.71064	6.9498	
3.83986	7.34592	
6.75534	4.69063	
6.84635	3.89363	
7.72567	4.04849	
7.25057	3.70795	
7.29471	5.83249	
4.97842	4.77446	
4.32295	5.18236	
4.39606	5.69547	
9.53448	6.55926	
0.203847	6.21569	
0.21414	5.61231	
1.4839	7.27896	
1.18595	6.77059	
0.957958	0.0759061	
9.72626	8.3024	
9.15555	7.51066	
9.25131	8.09123	
9.91966	9.50185	
7.81922	7.89879	
6.85395	8.90372	
6.10258	9.54553	
8.99575	3.21861	
8.41625	3.55921	
8.73415	2.47451	
1.04846	3.37092	
1.32078	2.0767	
9.37291	3.34759	
9.57217	4.1563	
4.14639	5.08208	
2.52245	6.48682	
2.92216	5.98965	
1.45691	6.35528	
3.51472	7.72531	
1.12023	9.99728	
7.44209	5.63247	
7.24313	4.96231	
7.71445	4.62689	
8.28334	5.57846	
8.37167	4.98694	
6.11848	5.02935	
5.57252	5.19085	
6.70196	5.80208	
9.15225	5.71686	
9.23076	6.3923	
8.38051	7.19636	
8.3939	6.78758	
7.76788	7.77995	
8.17806	6.61905	
8.38889	5.69781	
6.96706	7.679	
7.60271	6.71741	
6.56864	8.1764	
7.11509	7.07037	
9.7949	9.05579	
9.91271	8.89744	
8.85504	8.27245	
8.52236	8.95791	
7.3745	8.98792	
8.51633	9.75641	
8.67678	9.18651	
7.64631	8.72684	
0.424591	9.95475	
6.36442	2.87018	
1.74724	2.78521	
1.8085	2.42451	
0.464319	1.51109	
0.0115713	0.745006	
9.99561	2.76298	
9.88915	2.21285	
2.87915	5.84339	
5.57226	9.01522	
4.34343	8.4529	
5.59703	8.6011	
4.80701	8.14562	
3.68855	8.23742	
3.21556	8.83714	
2.59506	7.65049	
2.41003	9.61204	
1.249	9.65841	
1.11012	9.16297	
6.50311	6.19182	
6.89625	7.50708	
5.50683	5.79978	
0.391312	7.80344	
1.03815	7.9626	
1.07869	8.04887	
0.722626	8.85822	
0.700766	6.77469	
0.281964	7.35155	
3.60926	9.39697	
3.48455	9.97984	
4.85817	9.34776	
4.39512	9.06505	
5.03645	4.1403	
5.56823	3.86306	
6.8227	2.5954	
7.34553	2.94199	
7.86666	2.49269	
7.72275	2.82891	
6.83024	1.71779	
5.76208	2.51006	
5.44723	2.73015	
9.82532	4.21654	
0.460373	3.81033	
0.611334	3.38837	
2.95114	1.93075	
2.59621	2.31169	
1.74401	1.44648	
1.3208	1.77636	
0.852936	1.43497	
9.00859	0.095452	
9.76656	0.749009	
8.55941	0.86624	
0.324194	2.8405	
2.31685	5.5762	
3.05992	4.68173	
3.35626	5.2789	
1.59415	4.05794	
1.59502	4.56179	
2.29469	3.5483	
2.46027	3.61528	
2.59006	4.57989	
2.27264	4.8534	
1.03902	4.69051	
1.29544	4.78477	
0.355752	5.07826	
1.28978	5.92082	
1.48583	5.69315	
9.49935	5.36453	
0.324421	5.54443	
1.90486	8.75806	
1.883	8.19512	
2.47842	7.92213	
2.9838	8.80075	
2.5196	9.15014	
5.14613	5.99627	
6.09769	6.27349	
5.08692	6.83257	
5.98214	7.04635	
9.0093	0.0904851	
2.68397	1.35022	
2.9411	1.53534	
3.11543	1.46505	
2.58512	0.398637	
2.76477	0.110216	
5.79514	1.2568	
5.47262	0.474068	
4.77708	1.98013	
4.54524	1.33977	
4.49926	1.77363	
2.98565	3.39646	
3.08364	3.13681	
3.99844	4.18619	
3.46664	4.11236	
4.54129	3.64929	
4.32498	3.67075	
3.85825	3.03738	
5.06198	2.65747	
4.73078	2.21366	
3.99004	2.47722	
8.53235	0.87949	
9.381	1.25972	
8.43025	1.6659	
8.86403	2.19123	
9.42726	1.99449	
4.86756	0.796429	
5.31516	0.452503	
3.83936	0.277665	
3.56751	0.788583	
7.83213	9.90181	
7.61084	0.682076	
7.50812	0.487929	
7.47858	1.5374	
7.41031	1.62997	
6.15141	1.31243	
6.20786	1.4678	
3.82943	0.196373	
4.8029	9.73261	
6.51726	0.769971	
7.26527	0.446481	
timestep = 2.9
vx	vy
6.00049	9.52744	
6.65959	9.28035	
6.18094	4.85274	
9.17807	4.60694	
8.85141	4.55595	
9.59277	7.14381	
1.58699	0.422985	
8.36552	3.81556	
5.81104	3.97669	
6.37077	3.59184	
3.93393	6.15793	
6.11616	8.13169	
5.30525	7.10275	
5.26826	7.29444	
4.76577	7.60904	
4.05516	6.59296	
2.36144	7.2647	
2.66156	6.80063	
3.71119	6.94873	
3.84005	7.34524	
6.75561	4.69056	
6.84582	3.89384	
7.72699	4.04816	
7.25104	3.70809	
7.29495	5.8328	
4.97976	4.77424	
4.32461	5.18089	
4.39652	5.69368	
9.53411	6.55918	
0.202923	6.2148	
0.213971	5.61155	
1.48455	7.27881	
1.18715	6.77016	
0.958561	0.076802	
9.72721	8.30208	
9.15602	7.51073	
9.25034	8.09018	
9.92042	9.50143	
7.81881	7.89939	
6.85436	8.90458	
6.10251	9.54544	
8.99598	3.21886	
8.41708	3.55942	
8.73407	2.47491	
1.04751	3.37022	
1.32015	2.07635	
9.37329	3.34678	
9.57297	4.15488	
4.14786	5.08071	
2.52269	6.4861	
2.92257	5.9882	
1.45746	6.35438	
3.51412	7.72515	
1.12074	9.99843	
7.44244	5.63296	
7.2441	4.96287	
7.7156	4.62713	
8.28314	5.57933	
8.3718	4.98722	
6.11874	5.02908	
5.57296	5.18995	
6.70182	5.80161	
9.15032	5.71677	
9.23042	6.39217	
8.38051	7.19635	
8.39369	6.7874	
7.76778	7.78008	
8.17716	6.61848	
8.38811	5.69782	
6.96689	7.67857	
7.60315	6.71677	
6.56873	8.17686	
7.11541	7.0689	
9.79542	9.0552	
9.91343	8.89778	
8.85353	8.2722	
8.52224	8.95769	
7.37413	8.98896	
8.51607	9.75573	
8.67673	9.1852	
7.64554	8.72753	
0.425699	9.95541	
6.36374	2.87062	
1.74714	2.78413	
1.80792	2.42334	
0.464487	1.51135	
0.0121384	0.745257	
9.99651	2.7622	
9.88921	2.21314	
2.8794	5.84183	
5.57321	9.01491	
4.34307	8.45322	
5.59807	8.59973	
4.80661	8.14525	
3.68755	8.238	
3.21526	8.83772	
2.59453	7.64979	
2.41017	9.61375	
1.24937	9.65988	
1.1102	9.16442	
6.50281	6.19132	
6.89566	7.50552	
5.50725	5.79896	
0.391992	7.80294	
1.03839	7.96229	
1.0786	8.04912	
0.722612	8.85934	
0.70073	6.7735	
0.282061	7.3506	
3.60955	9.39681	
3.48503	9.97872	
4.85845	9.34669	
4.395	9.0639	
5.03768	4.14021	
5.56919	3.86336	
6.82134	2.5963	
7.34534	2.943	
7.86633	2.49366	
7.72346	2.82981	
6.82995	1.71898	
5.76228	2.50966	
5.44789	2.72964	
9.82534	4.2146	
0.460192	3.80883	
0.611494	3.38656	
2.95073	1.92927	
2.59554	2.31069	
1.74292	1.44686	
1.32032	1.77682	
0.853203	1.43554	
9.01015	0.0952633	
9.76725	0.749008	
8.55921	0.864948	
0.325148	2.83925	
2.31646	5.57434	
3.06033	4.68005	
3.35662	5.27723	
1.5934	4.05717	
1.59487	4.56043	
2.29417	3.54767	
2.46037	3.61398	
2.59001	4.57846	
2.27272	4.85192	
1.03795	4.68991	
1.29547	4.78383	
0.355946	5.07736	
1.2901	5.91977	
1.48674	5.69193	
9.49804	5.36423	
0.32499	5.54337	
1.9042	8.75875	
1.8824	8.19509	
2.47765	7.9216	
2.98372	8.80071	
2.5197	9.15092	
5.14639	5.99547	
6.09781	6.27284	
5.08578	6.83044	
5.9814	7.04523	
9.00895	0.0898672	
2.68347	1.3497	
2.94068	1.53407	
3.11487	1.46409	
2.585	0.398494	
2.76542	0.110378	
5.79501	1.25578	
5.47295	0.473271	
4.77697	1.97838	
4.54491	1.33906	
4.4986	1.77249	
2.98615	3.39509	
3.0837	3.13553	
3.99944	4.18522	
3.46758	4.11097	
4.54214	3.64901	
4.3257	3.6706	
3.85822	3.03651	
5.06222	2.65696	
4.73079	2.21298	
3.9897	2.4764	
8.5322	0.877818	
9.38052	1.25915	
8.42897	1.6643	
8.86289	2.19105	
9.42661	1.99373	
4.86705	0.795109	
5.31485	0.451436	
3.83892	0.276208	
3.56703	0.78829	
7.83119	9.90199	
7.61073	0.68097	
7.50741	0.48821	
7.47827	1.53746	
7.4094	1.63107	
6.152	1.31258	
6.2074	1.46781	
3.82888	0.194352	
4.80288	9.73119	
6.51755	0.769316	
7.26434	0.446424	
timestep = 2.91
vx	vy
5.99991	9.52725	
6.65914	9.27939	
6.18143	4.85146	
9.1783	4.60697	
8.85045	4.55476	
9.59205	7.14406	
1.58812	0.424035	
8.3651	3.81387	
5.81119	3.97558	
6.3702	3.5909	
3.93346	6.15638	
6.11567	8.13117	
5.30693	7.10335	
5.27035	7.29357	
4.76669	7.6084	
4.05604	6.59217	
2.36124	7.26416	
2.66138	6.79914	
3.71197	6.94691	
3.8407	7.34362	
6.75593	4.6899	
6.84539	3.89338	
7.72665	4.04723	
7.2507	3.70753	
7.29503	5.83305	
4.97973	4.77393	
4.3241	5.17982	
4.39625	5.69193	
9.53424	6.55835	
0.203037	6.21387	
0.214654	5.61143	
1.48516	7.27839	
1.18708	6.76945	
0.95846	0.0776212	
9.72731	8.30253	
9.15522	7.5109	
9.24887	8.08983	
9.92061	9.50147	
7.8191	7.89989	
6.85396	8.90409	
6.10119	9.54498	
8.99635	3.21796	
8.4179	3.55816	
8.73505	2.47395	
1.04705	3.36956	
1.32148	2.07624	
9.37273	3.34561	
9.57313	4.15424	
4.14741	5.07994	
2.52219	6.48562	
2.92205	5.9872	
1.45645	6.35456	
3.51351	7.72388	
1.12055	9.99843	
7.44312	5.63305	
7.24434	4.96303	
7.71521	4.62698	
8.28383	5.58003	
8.37142	4.98681	
6.11843	5.02883	
5.57232	5.18939	
6.70081	5.80177	
9.15065	5.71632	
9.23081	6.39156	
8.37956	7.19664	
8.39282	6.78857	
7.76729	7.78032	
8.17713	6.61968	
8.38894	5.69856	
6.96668	7.67884	
7.60326	6.71735	
6.56811	8.17658	
7.11508	7.06845	
9.79539	9.0552	
9.91347	8.898	
8.85292	8.27264	
8.52259	8.95783	
7.3739	8.98832	
8.5164	9.75405	
8.67654	9.18382	
7.64505	8.7278	
0.426123	9.95664	
6.36321	2.86962	
1.74685	2.78379	
1.80865	2.42358	
0.464769	1.5116	
0.0122295	0.746171	
9.99685	2.76119	
9.88935	2.21283	
2.87838	5.84112	
5.57228	9.01438	
4.34289	8.45353	
5.59792	8.59897	
4.80651	8.14543	
3.6869	8.23774	
3.21454	8.83708	
2.59412	7.649	
2.41072	9.61298	
1.24995	9.65965	
1.11067	9.16443	
6.50192	6.19178	
6.89567	7.50504	
5.50635	5.79932	
0.392226	7.80235	
1.03944	7.96166	
1.0795	8.04915	
0.722467	8.85959	
0.700721	6.77269	
0.282105	7.35027	
3.60889	9.39583	
3.48514	9.97753	
4.85732	9.34596	
4.39402	9.06338	
5.03768	4.13959	
5.56888	3.86227	
6.82129	2.59546	
7.3455	2.94243	
7.86765	2.49274	
7.7248	2.82911	
6.83119	1.71838	
5.76198	2.50809	
5.44677	2.72817	
9.82526	4.21419	
0.459986	3.80788	
0.611895	3.386	
2.95072	1.92853	
2.59486	2.3103	
1.74342	1.44714	
1.32074	1.77628	
0.853509	1.43572	
9.01051	0.0952738	
9.76767	0.749688	
8.55967	0.863644	
0.326288	2.83877	
2.31527	5.57366	
3.05986	4.6796	
3.35556	5.27577	
1.59243	4.0561	
1.59459	4.55982	
2.29276	3.54739	
2.45976	3.61488	
2.58952	4.57855	
2.27226	4.85124	
1.03723	4.68936	
1.29483	4.78299	
0.356406	5.07748	
1.28917	5.91995	
1.48639	5.69163	
9.49859	5.36396	
0.324807	5.54368	
1.90432	8.75849	
1.88263	8.19558	
2.47752	7.92168	
2.98337	8.7999	
2.52011	9.15024	
5.14647	5.9951	
6.09736	6.27338	
5.08561	6.82861	
5.9811	7.04451	
9.01049	0.089194	
2.68521	1.35017	
2.94159	1.5342	
3.11481	1.46456	
2.58629	0.398915	
2.76621	0.109713	
5.79362	1.25473	
5.47198	0.472246	
4.77603	1.97743	
4.54366	1.33877	
4.49786	1.77217	
2.9863	3.39531	
3.08327	3.13495	
3.99993	4.18484	
3.46809	4.11063	
4.54163	3.64841	
4.32597	3.67048	
3.85768	3.03523	
5.06093	2.65549	
4.72984	2.21266	
3.98852	2.47613	
8.53268	0.876133	
9.38006	1.25914	
8.42873	1.66244	
8.86264	2.19007	
9.42575	1.99294	
4.86667	0.794713	
5.31465	0.450477	
3.83917	0.276288	
3.56621	0.789031	
7.83131	9.90034	
7.61135	0.679251	
7.50794	0.486975	
7.47915	1.53667	
7.41008	1.63026	
6.15168	1.31216	
6.2072	1.46655	
3.82928	0.193505	
4.80272	9.72993	
6.51771	0.768294	
7.26425	0.445468	
timestep = 2.92
vx	vy
6.00022	9.52801	
6.65912	9.2793	
6.18177	4.85187	
9.17904	4.60609	
8.85127	4.55421	
9.59197	7.14314	
1.589	0.424752	
8.3661	3.81327	
5.8114	3.9755	
6.37087	3.59084	
3.9328	6.15501	
6.11402	8.13141	
5.30684	7.10486	
5.2703	7.29348	
4.76505	7.60751	
4.05546	6.59265	
2.36054	7.26363	
2.66082	6.79812	
3.71126	6.94689	
3.83934	7.34249	
6.75596	4.69004	
6.84561	3.89318	
7.72699	4.04613	
7.25077	3.70625	
7.29502	5.83248	
4.97902	4.77345	
4.32324	5.17828	
4.39582	5.68969	
9.53336	6.55701	
0.20224	6.21194	
0.214697	5.60979	
1.48522	7.27842	
1.18746	6.76838	
0.957571	0.0781849	
9.72841	8.30176	
9.15528	7.50986	
9.24885	8.08852	
9.92011	9.50059	
7.81945	7.89884	
6.85372	8.90377	
6.10114	9.54518	
8.99679	3.21686	
8.41831	3.55696	
8.73548	2.47275	
1.04738	3.36994	
1.32237	2.07537	
9.37341	3.34483	
9.57408	4.15346	
4.14675	5.07871	
2.52179	6.48508	
2.92174	5.98638	
1.4564	6.3534	
3.51242	7.72262	
1.12085	9.99827	
7.44362	5.63215	
7.24409	4.96232	
7.71552	4.62599	
8.28466	5.57861	
8.37242	4.98574	
6.11799	5.02848	
5.57135	5.18812	
6.69989	5.80106	
9.14975	5.71538	
9.23022	6.39087	
8.37937	7.19587	
8.39249	6.78916	
7.76754	7.77892	
8.17706	6.61959	
8.38965	5.69795	
6.96701	7.67829	
7.60364	6.71605	
6.56747	8.1769	
7.11478	7.06676	
9.79652	9.05505	
9.91392	8.8972	
8.85298	8.27235	
8.52461	8.9585	
7.37491	8.9877	
8.51712	9.75341	
8.6785	9.18353	
7.64565	8.72775	
0.424723	9.95669	
6.36319	2.86889	
1.74674	2.78323	
1.80891	2.42286	
0.464759	1.51142	
0.0112297	0.746685	
9.99814	2.75937	
9.89051	2.21182	
2.87843	5.84055	
5.57224	9.01548	
4.34304	8.45271	
5.59762	8.599	
4.80573	8.1448	
3.68628	8.23644	
3.21466	8.83635	
2.59362	7.64907	
2.41108	9.61346	
1.25015	9.65993	
1.11002	9.16442	
6.50081	6.19057	
6.89537	7.50426	
5.5051	5.79836	
0.392256	7.80102	
1.03943	7.96112	
1.07907	8.04808	
0.72122	8.85811	
0.700842	6.77147	
0.282142	7.34951	
3.60836	9.39476	
3.48475	9.97711	
4.85692	9.3464	
4.39379	9.06287	
5.03781	4.13892	
5.56912	3.8614	
6.8211	2.59549	
7.34602	2.9424	
7.86762	2.49251	
7.72499	2.82848	
6.83049	1.7184	
5.7618	2.50696	
5.44697	2.72695	
9.82612	4.21295	
0.461413	3.80738	
0.613338	3.38601	
2.9509	1.9286	
2.59382	2.30965	
1.74303	1.44706	
1.32114	1.7753	
0.853195	1.43543	
9.00929	0.0940205	
9.76687	0.749436	
8.55897	0.862689	
0.327894	2.83784	
2.31442	5.57342	
3.05952	4.67904	
3.35511	5.27479	
1.59219	4.05577	
1.5941	4.55944	
2.29144	3.54662	
2.45856	3.61385	
2.58903	4.57821	
2.27156	4.85105	
1.0372	4.68886	
1.29378	4.78252	
0.356849	5.07638	
1.28886	5.91897	
1.48541	5.69098	
9.49817	5.36227	
0.324784	5.54227	
1.90365	8.75895	
1.88228	8.19599	
2.47758	7.92276	
2.98365	8.80018	
2.52021	9.15113	
5.14604	5.99394	
6.09644	6.27243	
5.08394	6.82703	
5.97988	7.04356	
9.00984	0.0882483	
2.68559	1.35	
2.9425	1.53444	
3.11586	1.46552	
2.58686	0.398699	
2.7672	0.109304	
5.79417	1.25465	
5.47282	0.472226	
4.77684	1.97793	
4.54478	1.33964	
4.49913	1.77334	
2.98541	3.39421	
3.08219	3.13447	
3.99949	4.18445	
3.46753	4.10987	
4.54148	3.64775	
4.32535	3.67052	
3.85649	3.03513	
5.06074	2.65453	
4.72992	2.21296	
3.98785	2.47694	
8.53245	0.875674	
9.37978	1.25974	
8.42817	1.6622	
8.8631	2.19018	
9.42649	1.99303	
4.86717	0.794608	
5.31484	0.450237	
3.83943	0.275667	
3.56686	0.789936	
7.83149	9.89952	
7.60971	0.677609	
7.50676	0.485599	
7.47815	1.53638	
7.40913	1.63035	
6.15169	1.31151	
6.20602	1.46561	
3.82841	0.192571	
4.80186	9.72888	
6.51843	0.766804	
7.26387	0.444253	
timestep = 2.93
vx	vy
6.00152	9.52826	
6.65927	9.27856	
6.18086	4.851	
9.18009	4.60494	
8.85194	4.55249	
9.59209	7.14231	
1.59026	0.424924	
8.36683	3.8117	
5.81105	3.97388	
6.37045	3.58959	
3.93207	6.15341	
6.11326	8.13102	
5.30683	7.10539	
5.2703	7.29226	
4.76405	7.60677	
4.05489	6.59184	
2.36158	7.26321	
2.66185	6.79733	
3.71144	6.94614	
3.83947	7.34208	
6.75555	4.68894	
6.84555	3.89197	
7.72768	4.04442	
7.2512	3.70463	
7.29518	5.83136	
4.97829	4.77234	
4.32247	5.17648	
4.39507	5.68755	
9.53307	6.55575	
0.202218	6.21036	
0.215702	5.60911	
1.48637	7.27714	
1.18893	6.76692	
0.95843	0.0773677	
9.72866	8.30095	
9.15517	7.51009	
9.24737	8.08765	
9.92041	9.49961	
7.81889	7.89856	
6.85446	8.90304	
6.1011	9.54446	
8.9972	3.21583	
8.41909	3.5554	
8.7351	2.47257	
1.04583	3.36964	
1.3228	2.07456	
9.37382	3.34449	
9.57512	4.15317	
4.14655	5.07786	
2.52248	6.48378	
2.92176	5.98487	
1.45761	6.35229	
3.51296	7.72344	
1.1216	9.99765	
7.44256	5.63113	
7.24309	4.96109	
7.71524	4.62443	
8.2847	5.57724	
8.37215	4.9843	
6.11671	5.0276	
5.57019	5.18644	
6.69892	5.79986	
9.14938	5.71421	
9.23024	6.39013	
8.37898	7.19641	
8.39237	6.78972	
7.76752	7.77885	
8.17696	6.6195	
8.39031	5.69708	
6.96788	7.67762	
7.60498	6.7146	
6.56828	8.17645	
7.11542	7.06564	
9.79625	9.0542	
9.91411	8.89676	
8.85091	8.27195	
8.52493	8.95778	
7.37569	8.9871	
8.51652	9.75271	
8.67817	9.18197	
7.64576	8.72718	
0.425739	9.95601	
6.36295	2.86815	
1.74563	2.78284	
1.80869	2.42225	
0.464998	1.50999	
0.0113894	0.74574	
9.99916	2.75865	
9.89098	2.21103	
2.87777	5.83889	
5.57313	9.0153	
4.34304	8.45262	
5.59753	8.59771	
4.80493	8.14434	
3.68627	8.23719	
3.21373	8.83681	
2.59433	7.64965	
2.41078	9.61283	
1.25126	9.6595	
1.11129	9.16408	
6.50028	6.18996	
6.89545	7.50406	
5.50327	5.79777	
0.392298	7.79984	
1.03964	7.96003	
1.07935	8.04742	
0.721034	8.85815	
0.700958	6.7699	
0.281946	7.34817	
3.60709	9.39418	
3.48453	9.97649	
4.85706	9.34572	
4.39322	9.06177	
5.03698	4.13862	
5.56846	3.86045	
6.8207	2.59559	
7.3461	2.94191	
7.86718	2.49235	
7.72537	2.82773	
6.83111	1.71905	
5.76128	2.50549	
5.44564	2.72566	
9.82614	4.213	
0.461278	3.80682	
0.613134	3.386	
2.95104	1.92659	
2.59389	2.30805	
1.74393	1.44641	
1.32234	1.77334	
0.854084	1.43326	
9.00975	0.0937396	
9.76691	0.749498	
8.55864	0.861895	
0.328768	2.83764	
2.31348	5.57242	
3.05854	4.67793	
3.35438	5.27339	
1.59137	4.0541	
1.59409	4.55806	
2.29043	3.54534	
2.45777	3.6122	
2.58801	4.57633	
2.27129	4.84976	
1.03598	4.68775	
1.29301	4.78165	
0.356805	5.07601	
1.28917	5.9182	
1.48538	5.69055	
9.49844	5.36109	
0.325415	5.5418	
1.90416	8.75842	
1.8826	8.19594	
2.47837	7.92332	
2.98344	8.80062	
2.52038	9.15076	
5.14477	5.99329	
6.09489	6.27279	
5.08166	6.82505	
5.9785	7.04349	
9.00869	0.0871123	
2.68719	1.35022	
2.94296	1.53363	
3.11653	1.46513	
2.58774	0.398921	
2.76696	0.109029	
5.79256	1.25309	
5.47244	0.471405	
4.77487	1.97607	
4.54464	1.33826	
4.49854	1.77222	
2.98495	3.39257	
3.08253	3.13266	
3.99985	4.18399	
3.46759	4.10899	
4.54077	3.64769	
4.32558	3.66984	
3.85696	3.03348	
5.05942	2.65385	
4.72881	2.21161	
3.98737	2.47555	
8.5319	0.874774	
9.37942	1.25975	
8.42686	1.66144	
