TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 7000
timestep             f_total        f_elasticity       f_contraction          f_adhesion             e_total        e_elasticity          e_adhesion       e_contraction
40.1             247.802             204.908             247.802             20.4984             1175.74             35.9443             73.0971             1121.52
40.2             247.802             204.885             247.802             20.4984             1175.73             35.9411             73.0978             1121.52
40.3             247.801             204.862             247.801             20.4984             1175.73             35.9379             73.0986             1121.51
40.4             247.801             204.839             247.801             20.4984             1175.72             35.9347             73.0993             1121.51
40.5               247.8             204.816               247.8             20.4983             1175.71             35.9316                73.1             1121.51
40.6               247.8             204.793               247.8             20.4983             1175.71             35.9285             73.1007              1121.5
40.7             247.799              204.77             247.799             20.4983              1175.7             35.9254             73.1014              1121.5
40.8             247.799             204.747             247.799             20.4982             1175.69             35.9223             73.1022              1121.5
40.9             247.798             204.723             247.798             20.4982             1175.69             35.9193             73.1029             1121.49
41             247.798               204.7             247.798             20.4982             1175.68             35.9163             73.1036             1121.49
41.1             247.797             204.677             247.797             20.4981             1175.67             35.9133             73.1043             1121.49
41.2             247.797             204.654             247.797             20.4981             1175.67             35.9104              73.105             1121.48
41.3             247.796             204.631             247.796             20.4981             1175.66             35.9075             73.1057             1121.48
41.4             247.796             204.608             247.796              20.498             1175.66             35.9046             73.1065             1121.47
41.5             247.795             204.585             247.795              20.498             1175.65             35.9017             73.1072             1121.47
41.6             247.795             204.562             247.795              20.498             1175.64             35.8989             73.1079             1121.47
41.7             247.794             204.539             247.794             20.4979             1175.64             35.8961             73.1086             1121.46
41.8             247.794             204.516             247.794             20.4979             1175.63             35.8933             73.1093             1121.46
41.9             247.794             204.493             247.794             20.4979             1175.62             35.8906               73.11             1121.46
42             247.793              204.47             247.793             20.4978             1175.62             35.8879             73.1107             1121.45
42.1             247.793             204.447             247.793             20.4978             1175.61             35.8852             73.1115             1121.45
42.2             247.792             204.424             247.792             20.4977             1175.61             35.8826             73.1122             1121.45
42.3             247.792             204.401             247.792             20.4977              1175.6             35.8799             73.1129             1121.44
42.4             247.791             204.378             247.791             20.4977             1175.59             35.8774             73.1136             1121.44
42.5             247.791             204.355             247.791             20.4976             1175.59             35.8748             73.1143             1121.43
42.6             247.791             204.332             247.791             20.4976             1175.58             35.8723              73.115             1121.43
42.7             247.791             204.309             247.791             20.4976             1175.58             35.8697             73.1157             1121.43
42.8             247.791             204.286             247.791             20.4975             1175.57             35.8673             73.1164             1121.42
42.9             247.791             204.263             247.791             20.4975             1175.56             35.8648             73.1171             1121.42
43              247.79              204.24              247.79             20.4974             1175.56             35.8624             73.1178             1121.42
43.1              247.79             204.217              247.79             20.4974             1175.55               35.86             73.1185             1121.41
43.2              247.79             204.194              247.79             20.4974             1175.55             35.8577             73.1192             1121.41
43.3              247.79             204.171              247.79             20.4973             1175.54             35.8553               73.12             1121.41
43.4              247.79             204.148              247.79             20.4973             1175.54              35.853             73.1207              1121.4
43.5              247.79             204.125              247.79             20.4973             1175.53             35.8507             73.1214              1121.4
43.6              247.79             204.102              247.79             20.4972             1175.52             35.8485             73.1221              1121.4
43.7              247.79             204.079              247.79             20.4972             1175.52             35.8463             73.1228             1121.39
43.8              247.79             204.056              247.79             20.4971             1175.51             35.8441             73.1235             1121.39
43.9              247.79             204.033              247.79             20.4971             1175.51             35.8419             73.1242             1121.39
44              247.79             204.011              247.79              20.497              1175.5             35.8398             73.1249             1121.38
44.1              247.79             203.988              247.79              20.497              1175.5             35.8376             73.1256             1121.38
44.2              247.79             203.965              247.79              20.497             1175.49             35.8356             73.1263             1121.37
44.3              247.79             203.942              247.79             20.4969             1175.49             35.8335              73.127             1121.37
44.4              247.79             203.919              247.79             20.4969             1175.48             35.8315             73.1277             1121.37
44.5              247.79             203.896              247.79             20.4968             1175.48             35.8295             73.1283             1121.36
44.6              247.79             203.873              247.79             20.4968             1175.47             35.8275              73.129             1121.36
44.7              247.79             203.851              247.79             20.4968             1175.47             35.8256             73.1297             1121.36
44.8              247.79             203.828              247.79             20.4967             1175.46             35.8236             73.1304             1121.35
44.9             247.789             203.805             247.789             20.4967             1175.45             35.8218             73.1311             1121.35
45             247.789             203.782             247.789             20.4966             1175.45             35.8199             73.1318             1121.35
45.1             247.789             203.759             247.789             20.4966             1175.44             35.8181             73.1325             1121.34
45.2             247.789             203.737             247.789             20.4965             1175.44             35.8162             73.1332             1121.34
45.3             247.789             203.714             247.789             20.4965             1175.43             35.8145             73.1339             1121.34
45.4             247.789             203.691             247.789             20.4964             1175.43             35.8127             73.1346             1121.33
45.5             247.789             203.668             247.789             20.4964             1175.42              35.811             73.1353             1121.33
45.6             247.789             203.646             247.789             20.4964             1175.42             35.8093              73.136             1121.33
45.7             247.789             203.623             247.789             20.4963             1175.41             35.8076             73.1366             1121.32
45.8             247.789               203.6             247.789             20.4963             1175.41             35.8059             73.1373             1121.32
45.9             247.789             203.578             247.789             20.4962              1175.4             35.8043              73.138             1121.32
46             247.789             203.555             247.789             20.4962              1175.4             35.8027             73.1387             1121.31
46.1             247.789             203.532             247.789             20.4961             1175.39             35.8012             73.1394             1121.31
46.2             247.789              203.51             247.789             20.4961             1175.39             35.7996             73.1401             1121.31
46.3             247.789             203.487             247.789              20.496             1175.38             35.7981             73.1408              1121.3
46.4             247.789             203.464             247.789              20.496             1175.38             35.7966             73.1414              1121.3
46.5             247.789             203.442             247.789             20.4959             1175.38             35.7951             73.1421             1121.29
46.6             247.789             203.419             247.789             20.4959             1175.37             35.7937             73.1428             1121.29
46.7             247.789             203.397             247.789             20.4958             1175.37             35.7923             73.1435             1121.29
46.8             247.789             203.374             247.789             20.4958             1175.36             35.7909             73.1442             1121.28
46.9             247.789             203.351             247.789             20.4958             1175.36             35.7895             73.1448             1121.28
47             247.789             203.329             247.789             20.4957             1175.35             35.7882             73.1455             1121.28
47.1             247.789             203.306             247.789             20.4957             1175.35             35.7869             73.1462             1121.27
47.2             247.789             203.284             247.789             20.4956             1175.34             35.7856             73.1469             1121.27
47.3             247.789             203.261             247.789             20.4956             1175.34             35.7843             73.1475             1121.27
47.4             247.789             203.239             247.789             20.4955             1175.33             35.7831             73.1482             1121.26
47.5             247.789             203.216             247.789             20.4955             1175.33             35.7819             73.1489             1121.26
47.6             247.789             203.194             247.789             20.4954             1175.33             35.7807             73.1496             1121.26
47.7             247.789             203.171             247.789             20.4954             1175.32             35.7796             73.1502             1121.25
47.8             247.789             203.149             247.789             20.4953             1175.32             35.7784             73.1509             1121.25
47.9             247.789             203.126             247.789             20.4953             1175.31             35.7773             73.1516             1121.25
48             247.789             203.104             247.789             20.4952             1175.31             35.7762             73.1523             1121.24
48.1             247.789             203.082             247.789             20.4952              1175.3             35.7752             73.1529             1121.24
48.2             247.789             203.059             247.789             20.4951              1175.3             35.7742             73.1536             1121.24
48.3             247.789             203.037             247.789             20.4951              1175.3             35.7731             73.1543             1121.23
48.4             247.789             203.014             247.789              20.495             1175.29             35.7722             73.1549             1121.23
48.5             247.788             202.992             247.788              20.495             1175.29             35.7712             73.1556             1121.23
48.6             247.788              202.97             247.788             20.4949             1175.28             35.7703             73.1563             1121.22
48.7             247.788             202.947             247.788             20.4949             1175.28             35.7694             73.1569             1121.22
48.8             247.788             202.925             247.788             20.4948             1175.28             35.7685             73.1576             1121.22
48.9             247.788             202.903             247.788             20.4948             1175.27             35.7676             73.1583             1121.21
49             247.788             202.881             247.788             20.4947             1175.27             35.7668             73.1589             1121.21
49.1             247.788             202.858             247.788             20.4947             1175.26              35.766             73.1596             1121.21
49.2             247.788             202.836             247.788             20.4946             1175.26             35.7652             73.1602              1121.2
49.3             247.788             202.814             247.788             20.4945             1175.26             35.7644             73.1609              1121.2
49.4             247.788             202.792             247.788             20.4945             1175.25             35.7637             73.1616              1121.2
49.5             247.788             202.769             247.788             20.4944             1175.25              35.763             73.1622             1121.19
49.6             247.788             202.747             247.788             20.4944             1175.24             35.7623             73.1629             1121.19
49.7             247.788             202.725             247.788             20.4943             1175.24             35.7616             73.1635             1121.19
49.8             247.788             202.703             247.788             20.4943             1175.24             35.7609             73.1642             1121.18
49.9             247.788             202.681             247.788             20.4942             1175.23             35.7603             73.1648             1121.18
50             247.788             202.659             247.788             20.4942             1175.23             35.7597             73.1655             1121.18
50.1             247.788             202.639             247.788             20.4941             1175.23             35.7591             73.1662             1121.17
50.2             247.788             202.619             247.788             20.4941             1175.22             35.7586             73.1668             1121.17
50.3             247.788             202.599             247.788              20.494             1175.22             35.7581             73.1675             1121.17
50.4             247.788             202.579             247.788              20.494             1175.21             35.7576             73.1681             1121.16
50.5             247.788             202.559             247.788             20.4939             1175.21             35.7571             73.1688             1121.16
50.6             247.788              202.54             247.788             20.4938             1175.21             35.7566             73.1694             1121.16
50.7             247.788              202.52             247.788             20.4938              1175.2             35.7562             73.1701             1121.16
50.8             247.788               202.5             247.788             20.4937              1175.2             35.7558             73.1707             1121.15
50.9             247.788              202.48             247.788             20.4937              1175.2             35.7554             73.1714             1121.15
51             247.788              202.46             247.788             20.4936             1175.19              35.755              73.172             1121.15
51.1             247.788             202.441             247.788             20.4936             1175.19             35.7547             73.1727             1121.14
51.2             247.788             202.421             247.788             20.4935             1175.19             35.7543             73.1733             1121.14
51.3             247.788             202.401             247.788             20.4935             1175.18              35.754             73.1739             1121.14
51.4             247.801             202.392             247.801             20.4963             1175.28             35.7541             73.1759             1121.24
51.5             247.801             202.372             247.801             20.4963             1175.28             35.7538             73.1766             1121.23
51.6             247.801             202.352             247.801             20.4962             1175.28             35.7536             73.1772             1121.23
51.7             247.801             202.332             247.801             20.4962             1175.27             35.7534             73.1779             1121.23
51.8             247.801             202.312             247.801             20.4961             1175.27             35.7532             73.1785             1121.22
51.9             247.801             202.292             247.801             20.4961             1175.27              35.753             73.1792             1121.22
52             247.801             202.272             247.801              20.496             1175.26             35.7529             73.1798             1121.22
52.1             247.801             202.252             247.801              20.496             1175.26             35.7527             73.1805             1121.21
52.2             247.801             202.232             247.801             20.4959             1175.26             35.7526             73.1811             1121.21
52.3             247.801             202.212             247.801             20.4959             1175.26             35.7526             73.1818             1121.21
52.4             247.801             202.193             247.801             20.4958             1175.25             35.7525             73.1824              1121.2
52.5             247.801             202.173             247.801             20.4957             1175.25             35.7525              73.183              1121.2
52.6             247.801             202.153             247.801             20.4957             1175.25             35.7525             73.1837              1121.2
52.7             247.801             202.133             247.801             20.4956             1175.24             35.7525             73.1843             1121.19
52.8             247.801             202.113             247.801             20.4956             1175.24             35.7525              73.185             1121.19
52.9             247.801             202.094             247.801             20.4955             1175.24             35.7525             73.1856             1121.19
53             247.801             202.074             247.801             20.4955             1175.23             35.7526             73.1863             1121.18
53.1             247.801             202.054             247.801             20.4954             1175.23             35.7527             73.1869             1121.18
53.2             247.801             202.034             247.801             20.4953             1175.23             35.7528             73.1875             1121.18
53.3             247.801             202.015             247.801             20.4953             1175.23              35.753             73.1882             1121.18
53.4             247.801             201.995             247.801             20.4952             1175.22             35.7531             73.1888             1121.17
53.5             247.801             201.975             247.801             20.4952             1175.22             35.7533             73.1894             1121.17
53.6             247.801             201.956             247.801             20.4951             1175.22             35.7535             73.1901             1121.17
53.7             247.801             201.936             247.801             20.4951             1175.21             35.7537             73.1907             1121.16
53.8             247.801             201.916             247.801              20.495             1175.21              35.754             73.1913             1121.16
53.9             247.801             201.897             247.801             20.4949             1175.21             35.7542              73.192             1121.16
54             247.801             201.877             247.801             20.4949             1175.21             35.7545             73.1926             1121.15
54.1             247.801             201.858             247.801             20.4948              1175.2             35.7548             73.1932             1121.15
54.2             247.801             201.838             247.801             20.4948              1175.2             35.7552             73.1939             1121.15
54.3             247.801             201.819             247.801             20.4947              1175.2             35.7555             73.1945             1121.14
54.4             247.801             201.799             247.801             20.4946              1175.2             35.7559             73.1951             1121.14
54.5             247.801              201.78             247.801             20.4946             1175.19             35.7563             73.1958             1121.14
54.6             247.801              201.76             247.801             20.4945             1175.19             35.7567             73.1964             1121.14
54.7             247.801             201.741             247.801             20.4945             1175.19             35.7571              73.197             1121.13
54.8             247.801             201.725             247.801             20.4944             1175.19             35.7576             73.1976             1121.13
54.9             247.801             201.709             247.801             20.4943             1175.18              35.758             73.1983             1121.13
55             247.802             201.693             247.802             20.4943             1175.18             35.7585             73.1989             1121.12
55.1             247.802             201.677             247.802             20.4942             1175.18              35.759             73.1995             1121.12
55.2             247.802             201.661             247.802             20.4942             1175.18             35.7596             73.2001             1121.12
55.3             247.802             201.645             247.802             20.4941             1175.17             35.7601             73.2007             1121.11
55.4             247.802             201.629             247.802              20.494             1175.17             35.7607             73.2014             1121.11
55.5             247.802             201.613             247.802              20.494             1175.17             35.7613              73.202             1121.11
55.6             247.802             201.597             247.802             20.4939             1175.17             35.7619             73.2026              1121.1
55.7             247.802             201.581             247.802             20.4939             1175.16             35.7625             73.2032              1121.1
55.8             247.802             201.565             247.802             20.4938             1175.16             35.7631             73.2038              1121.1
55.9             247.802             201.549             247.802             20.4937             1175.16             35.7638             73.2044              1121.1
56             247.802             201.533             247.802             20.4937             1175.16             35.7645             73.2051             1121.09
56.1             247.802             201.518             247.802             20.4936             1175.16             35.7652             73.2057             1121.09
56.2             247.802             201.502             247.802             20.4936             1175.15             35.7659             73.2063             1121.09
56.3             247.802             201.486             247.802             20.4935             1175.15             35.7667             73.2069             1121.08
56.4             247.802              201.47             247.802             20.4934             1175.15             35.7674             73.2075             1121.08
56.5             247.802             201.454             247.802             20.4934             1175.15             35.7682             73.2081             1121.08
56.6             247.802             201.438             247.802             20.4933             1175.15              35.769             73.2087             1121.07
56.7             247.802             201.423             247.802             20.4932             1175.14             35.7698             73.2093             1121.07
56.8             247.802             201.407             247.802             20.4932             1175.14             35.7707             73.2099             1121.07
56.9             247.802             201.391             247.802             20.4931             1175.14             35.7715             73.2105             1121.07
57             247.802             201.375             247.802             20.4931             1175.14             35.7724             73.2112             1121.06
57.1             247.803              201.36             247.803              20.493             1175.14             35.7733             73.2118             1121.06
57.2             247.803             201.344             247.803             20.4929             1175.13             35.7742             73.2124             1121.06
57.3             247.803             201.328             247.803             20.4929             1175.13             35.7751              73.213             1121.05
57.4             247.803             201.313             247.803             20.4928             1175.13              35.776             73.2136             1121.05
57.5             247.803             201.297             247.803             20.4927             1175.13              35.777             73.2142             1121.05
57.6             247.803             201.281             247.803             20.4927             1175.13              35.778             73.2148             1121.04
57.7             247.803             201.266             247.803             20.4926             1175.12              35.779             73.2154             1121.04
57.8             247.803              201.25             247.803             20.4925             1175.12               35.78              73.216             1121.04
57.9             247.803             201.235             247.803             20.4925             1175.12              35.781             73.2166             1121.04
58             247.803             201.223             247.803             20.4924             1175.12             35.7821             73.2172             1121.03
58.1             247.803             201.211             247.803             20.4923             1175.12             35.7831             73.2178             1121.03
58.2             247.803             201.199             247.803             20.4923             1175.12             35.7842             73.2184             1121.03
58.3             247.803             201.187             247.803             20.4922             1175.11             35.7853             73.2189             1121.02
58.4             247.803             201.175             247.803             20.4922             1175.11             35.7865             73.2195             1121.02
58.5             247.803             201.163             247.803             20.4921             1175.11             35.7876             73.2201             1121.02
58.6             247.804             201.151             247.804              20.492             1175.11             35.7887             73.2207             1121.02
58.7             247.804             201.139             247.804              20.492             1175.11             35.7899             73.2213             1121.01
58.8             247.804             201.127             247.804             20.4919             1175.11             35.7911             73.2219             1121.01
58.9             247.804             201.115             247.804             20.4918              1175.1             35.7923             73.2225             1121.01
59             247.804             201.103             247.804             20.4918              1175.1             35.7935             73.2231                1121
59.1             247.804             201.092             247.804             20.4917              1175.1             35.7948             73.2237                1121
59.2             247.804              201.08             247.804             20.4916              1175.1              35.796             73.2243                1121
59.3             247.804             201.068             247.804             20.4916              1175.1             35.7973             73.2248             1120.99
59.4             247.804             201.056             247.804             20.4915              1175.1             35.7986             73.2254             1120.99
59.5             247.804             201.048             247.804             20.4914              1175.1             35.7999              73.226             1120.99
59.6             247.804             201.041             247.804             20.4914             1175.09             35.8012             73.2266             1120.99
59.7             247.804             201.033             247.804             20.4913             1175.09             35.8025             73.2272             1120.98
59.8             247.804             201.026             247.804             20.4912             1175.09             35.8039             73.2277             1120.98
59.9             247.805             201.019             247.805             20.4912             1175.09             35.8052             73.2283             1120.98
60             247.805             201.012             247.805             20.4911             1175.09             35.8066             73.2289             1120.97
60.1             247.805             201.005             247.805              20.491             1175.09              35.808             73.2295             1120.97
60.2             247.805             200.998             247.805              20.491             1175.09             35.8094             73.2301             1120.97
60.3             247.805             200.991             247.805             20.4909             1175.08             35.8109             73.2306             1120.97
60.4             247.805             200.984             247.805             20.4908             1175.08             35.8123             73.2312             1120.96
60.5             247.805             200.977             247.805             20.4908             1175.08             35.8138             73.2318             1120.96
60.6             247.805              200.97             247.805             20.4907             1175.08             35.8152             73.2324             1120.96
60.7             247.805             200.963             247.805             20.4906             1175.08             35.8167             73.2329             1120.95
60.8             247.805             200.956             247.805             20.4905             1175.08             35.8182             73.2335             1120.95
60.9             247.817             200.957             247.817             20.4933             1175.18             35.8198             73.2355             1121.05
61             247.818              200.95             247.818             20.4933             1175.18             35.8213             73.2361             1121.05
61.1             247.818             200.943             247.818             20.4932             1175.18             35.8229             73.2367             1121.05
61.2             247.818             200.936             247.818             20.4931             1175.18             35.8245             73.2372             1121.04
61.3             247.818             200.929             247.818             20.4931             1175.18             35.8261             73.2378             1121.04
61.4             247.818             200.921             247.818              20.493             1175.18             35.8278             73.2384             1121.04
61.5             247.818             200.914             247.818             20.4929             1175.17             35.8294              73.239             1121.04
61.6             247.818             200.907             247.818             20.4929             1175.17             35.8311             73.2396             1121.03
61.7             247.818               200.9             247.818             20.4928             1175.17             35.8327             73.2401             1121.03
61.8             247.818             200.893             247.818             20.4927             1175.17             35.8344             73.2407             1121.03
61.9             247.818             200.886             247.818             20.4926             1175.17             35.8361             73.2413             1121.02
62             247.818             200.879             247.818             20.4926             1175.17             35.8378             73.2418             1121.02
62.1             247.819             200.872             247.819             20.4925             1175.17             35.8396             73.2424             1121.02
62.2             247.819             200.865             247.819             20.4924             1175.17             35.8413              73.243             1121.02
62.3             247.819             200.858             247.819             20.4924             1175.17             35.8431             73.2436             1121.01
62.4             247.819             200.851             247.819             20.4923             1175.17             35.8448             73.2441             1121.01
62.5             247.819             200.844             247.819             20.4922             1175.17             35.8466             73.2447             1121.01
62.6             247.819             200.837             247.819             20.4922             1175.16             35.8484             73.2453                1121
62.7             247.819              200.83             247.819             20.4921             1175.16             35.8503             73.2458                1121
62.8             247.819             200.823             247.819              20.492             1175.16             35.8521             73.2464                1121
62.9             247.819             200.816             247.819             20.4919             1175.16             35.8539             73.2469                1121
63             247.819             200.809             247.819             20.4919             1175.16             35.8558             73.2475             1120.99
63.1             247.819             200.802             247.819             20.4918             1175.16             35.8577             73.2481             1120.99
63.2              247.82             200.795              247.82             20.4917             1175.16             35.8596             73.2486             1120.99
63.3              247.82             200.788              247.82             20.4917             1175.16             35.8615             73.2492             1120.99
63.4              247.82             200.781              247.82             20.4916             1175.16             35.8634             73.2498             1120.98
63.5              247.82             200.775              247.82             20.4915             1175.16             35.8653             73.2503             1120.98
63.6              247.82             200.768              247.82             20.4914             1175.16             35.8673             73.2509             1120.98
63.7              247.82             200.761              247.82             20.4914             1175.16             35.8692             73.2514             1120.97
63.8              247.82             200.754              247.82             20.4913             1175.16             35.8712              73.252             1120.97
63.9              247.82             200.747              247.82             20.4912             1175.15             35.8732             73.2525             1120.97
64              247.82              200.74              247.82             20.4912             1175.15             35.8752             73.2531             1120.97
64.1              247.82             200.733              247.82             20.4911             1175.15             35.8772             73.2536             1120.96
64.2             247.821             200.727             247.821              20.491             1175.15             35.8792             73.2542             1120.96
64.3             247.821              200.72             247.821             20.4909             1175.15             35.8812             73.2547             1120.96
64.4             247.821             200.713             247.821             20.4909             1175.15             35.8833             73.2553             1120.95
64.5             247.821             200.706             247.821             20.4908             1175.15             35.8853             73.2558             1120.95
64.6             247.821             200.699             247.821             20.4907             1175.15             35.8874             73.2564             1120.95
64.7             247.821             200.692             247.821             20.4906             1175.15             35.8895             73.2569             1120.95
64.8             247.821             200.686             247.821             20.4906             1175.15             35.8916             73.2575             1120.94
64.9             247.821             200.679             247.821             20.4905             1175.15             35.8937              73.258             1120.94
65             247.821             200.672             247.821             20.4904             1175.15             35.8958             73.2586             1120.94
65.1             247.821             200.665             247.821             20.4903             1175.15              35.898             73.2591             1120.94
65.2             247.822             200.659             247.822             20.4903             1175.15             35.9001             73.2597             1120.93
65.3             247.822             200.652             247.822             20.4902             1175.15             35.9023             73.2602             1120.93
65.4             247.822             200.645             247.822             20.4901             1175.15             35.9044             73.2607             1120.93
65.5             247.822             200.639             247.822             20.4901             1175.15             35.9066             73.2613             1120.92
65.6             247.822             200.632             247.822               20.49             1175.15             35.9088             73.2618             1120.92
65.7             247.822             200.625             247.822             20.4899             1175.15              35.911             73.2623             1120.92
65.8             247.822             200.619             247.822             20.4898             1175.15             35.9132             73.2629             1120.92
65.9             247.822             200.612             247.822             20.4898             1175.14             35.9155             73.2634             1120.91
66             247.822             200.605             247.822             20.4897             1175.14             35.9177              73.264             1120.91
66.1             247.823             200.599             247.823             20.4896             1175.14               35.92             73.2645             1120.91
66.2             247.823             200.592             247.823             20.4895             1175.14             35.9222              73.265             1120.91
66.3             247.823             200.585             247.823             20.4894             1175.14             35.9245             73.2656              1120.9
66.4             247.823             200.579             247.823             20.4894             1175.14             35.9268             73.2661              1120.9
66.5             247.823             200.572             247.823             20.4893             1175.14             35.9291             73.2666              1120.9
66.6             247.823             200.565             247.823             20.4892             1175.14             35.9314             73.2671             1120.89
66.7             247.823             200.562             247.823             20.4891             1175.14             35.9337             73.2677             1120.89
66.8             247.823              200.56             247.823             20.4891             1175.14             35.9361             73.2682             1120.89
66.9             247.823             200.558             247.823              20.489             1175.14             35.9384             73.2687             1120.89
67             247.823             200.556             247.823             20.4889             1175.14             35.9408             73.2692             1120.88
67.1             247.824             200.554             247.824             20.4888             1175.14             35.9431             73.2698             1120.88
67.2             247.824             200.553             247.824             20.4888             1175.14             35.9455             73.2703             1120.88
67.3             247.824             200.555             247.824             20.4887             1175.14             35.9479             73.2708             1120.88
67.4             247.824             200.556             247.824             20.4886             1175.14             35.9503             73.2713             1120.87
