TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 7000
timestep             f_total        f_elasticity       f_contraction          f_adhesion             e_total        e_elasticity          e_adhesion       e_contraction
69.9             247.839             200.589             247.839             20.4894             1175.25             36.0141             73.2858             1120.91
70             247.839             200.592             247.839             20.4893             1175.25             36.0168             73.2864             1120.91
70.1             247.839             200.594             247.839             20.4892             1175.25             36.0196             73.2869             1120.91
70.2             247.839             200.597             247.839             20.4892             1175.25             36.0223             73.2874              1120.9
70.3              247.84               200.6              247.84             20.4891             1175.25              36.025             73.2879              1120.9
70.4              247.84             200.602              247.84              20.489             1175.25             36.0278             73.2884              1120.9
70.5              247.84             200.605              247.84             20.4889             1175.25             36.0305             73.2889             1120.89
70.6              247.84             200.607              247.84             20.4888             1175.25             36.0333             73.2894             1120.89
70.7              247.84              200.61              247.84             20.4887             1175.25             36.0361             73.2899             1120.89
70.8              247.84             200.613              247.84             20.4887             1175.25             36.0389             73.2904             1120.89
70.9              247.84             200.615              247.84             20.4886             1175.25             36.0416             73.2909             1120.88
71              247.84             200.618              247.84             20.4885             1175.25             36.0444             73.2914             1120.88
71.1             247.841              200.62             247.841             20.4884             1175.25             36.0472             73.2919             1120.88
71.2             247.841             200.623             247.841             20.4883             1175.25             36.0501             73.2924             1120.88
71.3             247.841             200.625             247.841             20.4882             1175.25             36.0529             73.2929             1120.87
71.4             247.841             200.628             247.841             20.4882             1175.25             36.0557             73.2934             1120.87
71.5             247.841              200.63             247.841             20.4881             1175.25             36.0586             73.2939             1120.87
71.6             247.841             200.633             247.841              20.488             1175.25             36.0614             73.2944             1120.87
71.7             247.841             200.635             247.841             20.4879             1175.25             36.0643             73.2949             1120.86
71.8             247.841             200.638             247.841             20.4878             1175.25             36.0671             73.2954             1120.86
71.9             247.841              200.64             247.841             20.4877             1175.25               36.07             73.2959             1120.86
72             247.842             200.643             247.842             20.4877             1175.25             36.0729             73.2963             1120.86
72.1             247.842             200.645             247.842             20.4876             1175.25             36.0757             73.2968             1120.85
72.2             247.842             200.648             247.842             20.4875             1175.25             36.0786             73.2973             1120.85
72.3             247.842              200.65             247.842             20.4874             1175.25             36.0815             73.2978             1120.85
72.4             247.842             200.653             247.842             20.4873             1175.25             36.0844             73.2983             1120.84
72.5             247.842             200.655             247.842             20.4872             1175.25             36.0874             73.2988             1120.84
72.6             247.842             200.658             247.842             20.4871             1175.25             36.0903             73.2993             1120.84
72.7             247.842              200.66             247.842             20.4871             1175.26             36.0932             73.2997             1120.84
72.8             247.843             200.664             247.843              20.487             1175.26             36.0961             73.3002             1120.83
72.9             247.843             200.668             247.843             20.4869             1175.26             36.0991             73.3007             1120.83
73             247.843             200.673             247.843             20.4868             1175.26              36.102             73.3012             1120.83
73.1             247.843             200.678             247.843             20.4867             1175.26              36.105             73.3017             1120.83
73.2             247.843             200.683             247.843             20.4866             1175.26              36.108             73.3022             1120.82
73.3             247.843             200.688             247.843             20.4865             1175.26             36.1109             73.3026             1120.82
73.4             247.843             200.693             247.843             20.4865             1175.26             36.1139             73.3031             1120.82
73.5             247.843             200.701             247.843             20.4864             1175.26             36.1169             73.3036             1120.82
73.6             247.844             200.713             247.844             20.4863             1175.26             36.1199             73.3041             1120.81
73.7             247.844             200.724             247.844             20.4862             1175.26             36.1229             73.3045             1120.81
73.8             247.844             200.735             247.844             20.4861             1175.26             36.1259              73.305             1120.81
73.9             247.844             200.746             247.844              20.486             1175.26             36.1289             73.3055             1120.81
74             247.844             200.758             247.844             20.4859             1175.26             36.1319              73.306              1120.8
74.1             247.844             200.769             247.844             20.4858             1175.26             36.1349             73.3064              1120.8
74.2             247.844              200.78             247.844             20.4858             1175.26              36.138             73.3069              1120.8
74.3             247.844             200.791             247.844             20.4857             1175.26              36.141             73.3074              1120.8
74.4             247.845             200.803             247.845             20.4856             1175.26              36.144             73.3078             1120.79
74.5             247.845             200.814             247.845             20.4855             1175.26             36.1471             73.3083             1120.79
74.6             247.845             200.825             247.845             20.4854             1175.27             36.1501             73.3088             1120.79
74.7             247.845             200.836             247.845             20.4853             1175.27             36.1532             73.3092             1120.79
74.8             247.845             200.847             247.845             20.4852             1175.27             36.1562             73.3097             1120.78
74.9             247.858             200.865             247.858             20.4878             1175.37             36.1589             73.3119             1120.89
75             247.858             200.877             247.858             20.4878             1175.37              36.162             73.3124             1120.88
75.1             247.858             200.888             247.858             20.4877             1175.37             36.1652             73.3128             1120.88
75.2             247.858               200.9             247.858             20.4876             1175.37             36.1684             73.3133             1120.88
75.3             247.858             200.911             247.858             20.4875             1175.37             36.1715             73.3138             1120.87
75.4             247.858             200.922             247.858             20.4874             1175.38             36.1747             73.3143             1120.87
75.5             247.858             200.933             247.858             20.4873             1175.38             36.1779             73.3147             1120.87
75.6             247.859             200.945             247.859             20.4872             1175.38             36.1811             73.3152             1120.87
75.7             247.859             200.956             247.859             20.4871             1175.38             36.1843             73.3157             1120.86
75.8             247.859             200.967             247.859              20.487             1175.38             36.1875             73.3161             1120.86
75.9             247.859             200.978             247.859             20.4869             1175.38             36.1907             73.3166             1120.86
76             247.859              200.99             247.859             20.4868             1175.38              36.194             73.3171             1120.86
76.1             247.859             201.001             247.859             20.4867             1175.38             36.1972             73.3175             1120.85
76.2             247.859             201.012             247.859             20.4866             1175.38             36.2004              73.318             1120.85
76.3             247.859             201.023             247.859             20.4866             1175.38             36.2037             73.3185             1120.85
76.4              247.86             201.034              247.86             20.4865             1175.38             36.2069             73.3189             1120.85
76.5              247.86             201.045              247.86             20.4864             1175.38             36.2101             73.3194             1120.84
76.6              247.86             201.056              247.86             20.4863             1175.38             36.2134             73.3198             1120.84
76.7              247.86             201.067              247.86             20.4862             1175.38             36.2167             73.3203             1120.84
76.8              247.86             201.078              247.86             20.4861             1175.39             36.2199             73.3208             1120.84
76.9              247.86             201.089              247.86              20.486             1175.39             36.2232             73.3212             1120.83
77              247.86               201.1              247.86             20.4859             1175.39             36.2264             73.3217             1120.83
77.1              247.86             201.111              247.86             20.4858             1175.39             36.2297             73.3221             1120.83
77.2             247.861             201.122             247.861             20.4857             1175.39              36.233             73.3226             1120.83
77.3             247.861             201.133             247.861             20.4856             1175.39             36.2363              73.323             1120.82
77.4             247.861             201.144             247.861             20.4855             1175.39             36.2396             73.3235             1120.82
77.5             247.861             201.155             247.861             20.4854             1175.39             36.2429             73.3239             1120.82
77.6             247.861             201.166             247.861             20.4853             1175.39             36.2462             73.3244             1120.81
77.7             247.861             201.177             247.861             20.4852             1175.39             36.2495             73.3248             1120.81
77.8             247.861             201.188             247.861             20.4851             1175.39             36.2528             73.3253             1120.81
77.9             247.861             201.199             247.861              20.485             1175.39             36.2561             73.3257             1120.81
78             247.862             201.209             247.862             20.4849              1175.4             36.2594             73.3262              1120.8
78.1             247.862              201.22             247.862             20.4848              1175.4             36.2627             73.3266              1120.8
78.2             247.862             201.231             247.862             20.4847              1175.4              36.266             73.3271              1120.8
78.3             247.862             201.242             247.862             20.4846              1175.4             36.2694             73.3275              1120.8
78.4             247.862             201.253             247.862             20.4845              1175.4             36.2727              73.328             1120.79
78.5             247.862             201.263             247.862             20.4844              1175.4              36.276             73.3284             1120.79
78.6             247.862             201.274             247.862             20.4844              1175.4             36.2794             73.3289             1120.79
78.7             247.862             201.285             247.862             20.4843              1175.4             36.2827             73.3293             1120.79
78.8             247.863             201.295             247.863             20.4842              1175.4             36.2861             73.3297             1120.78
78.9             247.863             201.306             247.863             20.4841              1175.4             36.2894             73.3302             1120.78
79             247.863             201.317             247.863              20.484              1175.4             36.2928             73.3306             1120.78
79.1             247.863             201.327             247.863             20.4839              1175.4             36.2961              73.331             1120.78
79.2             247.863             201.338             247.863             20.4838             1175.41             36.2995             73.3315             1120.77
79.3             247.863             201.348             247.863             20.4837             1175.41             36.3028             73.3319             1120.77
79.4             247.863             201.359             247.863             20.4836             1175.41             36.3062             73.3324             1120.77
79.5             247.863              201.37             247.863             20.4835             1175.41             36.3096             73.3328             1120.77
79.6             247.864              201.38             247.864             20.4834             1175.41             36.3129             73.3332             1120.76
79.7             247.864             201.391             247.864             20.4833             1175.41             36.3163             73.3337             1120.76
79.8             247.864             201.401             247.864             20.4832             1175.41             36.3197             73.3341             1120.76
79.9             247.864             201.412             247.864             20.4831             1175.41             36.3231             73.3345             1120.76
80             247.864             201.422             247.864              20.483             1175.41             36.3265             73.3349             1120.75
80.1             247.864             201.432             247.864             20.4829             1175.41             36.3299             73.3354             1120.75
80.2             247.864             201.443             247.864             20.4828             1175.41             36.3332             73.3358             1120.75
80.3             247.864             201.452             247.864             20.4827             1175.41             36.3362             73.3362             1120.74
80.4             247.865             201.443             247.865             20.4826             1175.41             36.3335             73.3367             1120.74
80.5             247.865             201.435             247.865             20.4825              1175.4             36.3308             73.3371             1120.74
80.6             247.865             201.426             247.865             20.4824              1175.4             36.3282             73.3375             1120.74
80.7             247.865             201.418             247.865             20.4823             1175.39             36.3256             73.3379             1120.73
80.8             247.865             201.409             247.865             20.4822             1175.39              36.323             73.3383             1120.73
80.9             247.865               201.4             247.865             20.4821             1175.38             36.3204             73.3388             1120.73
81             247.865             201.392             247.865              20.482             1175.38             36.3178             73.3392             1120.73
81.1             247.878             201.389             247.878             20.4845             1175.48             36.3146             73.3415             1120.83
81.2             247.878              201.38             247.878             20.4844             1175.47              36.312             73.3419             1120.83
81.3             247.878             201.372             247.878             20.4843             1175.47             36.3094             73.3424             1120.82
81.4             247.878             201.363             247.878             20.4842             1175.46             36.3068             73.3428             1120.82
81.5             247.879             201.354             247.879             20.4841             1175.46             36.3042             73.3432             1120.82
81.6             247.879             201.346             247.879              20.484             1175.45             36.3016             73.3436             1120.82
81.7             247.879             201.337             247.879             20.4839             1175.45             36.2991             73.3441             1120.81
81.8             247.879             201.328             247.879             20.4837             1175.44             36.2965             73.3445             1120.81
81.9             247.879             201.319             247.879             20.4836             1175.44              36.294             73.3449             1120.81
82             247.879             201.311             247.879             20.4835             1175.43             36.2915             73.3453             1120.81
82.1             247.879             201.302             247.879             20.4834             1175.43              36.289             73.3458              1120.8
82.2             247.879             201.293             247.879             20.4833             1175.42             36.2865             73.3462              1120.8
82.3              247.88             201.285              247.88             20.4832             1175.42              36.284             73.3466              1120.8
82.4              247.88             201.276              247.88             20.4831             1175.41             36.2815              73.347             1120.79
82.5              247.88             201.268              247.88              20.483             1175.41             36.2791             73.3474             1120.79
82.6              247.88             201.259              247.88             20.4829              1175.4             36.2767             73.3479             1120.79
82.7              247.88              201.25              247.88             20.4828              1175.4             36.2742             73.3483             1120.79
82.8              247.88             201.242              247.88             20.4827             1175.39             36.2718             73.3487             1120.78
82.9              247.88             201.233              247.88             20.4826             1175.39             36.2694             73.3491             1120.78
83              247.88             201.225              247.88             20.4825             1175.38             36.2671             73.3495             1120.78
83.1             247.881             201.216             247.881             20.4823             1175.38             36.2647             73.3499             1120.78
83.2             247.881             201.208             247.881             20.4822             1175.37             36.2623             73.3504             1120.77
83.3             247.881             201.199             247.881             20.4821             1175.37               36.26             73.3508             1120.77
83.4             247.881             201.191             247.881              20.482             1175.36             36.2577             73.3512             1120.77
83.5             247.881             201.182             247.881             20.4819             1175.36             36.2554             73.3516             1120.77
83.6             247.881             201.174             247.881             20.4818             1175.35             36.2531              73.352             1120.76
83.7             247.881             201.165             247.881             20.4817             1175.35             36.2508             73.3524             1120.76
83.8             247.881             201.157             247.881             20.4816             1175.34             36.2485             73.3528             1120.76
83.9             247.882             201.148             247.882             20.4815             1175.34             36.2462             73.3532             1120.76
84             247.882              201.14             247.882             20.4813             1175.33              36.244             73.3536             1120.75
84.1             247.882             201.131             247.882             20.4812             1175.33             36.2418              73.354             1120.75
84.2             247.882             201.123             247.882             20.4811             1175.33             36.2395             73.3544             1120.75
84.3             247.882             201.114             247.882              20.481             1175.32             36.2373             73.3548             1120.74
84.4             247.882             201.106             247.882             20.4809             1175.32             36.2351             73.3552             1120.74
84.5             247.882             201.098             247.882             20.4808             1175.31             36.2329             73.3556             1120.74
84.6             247.882             201.089             247.882             20.4807             1175.31             36.2308              73.356             1120.74
84.7             247.883             201.081             247.883             20.4806              1175.3             36.2286             73.3564             1120.73
84.8             247.883             201.072             247.883             20.4804              1175.3             36.2265             73.3568             1120.73
84.9             247.883             201.064             247.883             20.4803             1175.29             36.2243             73.3572             1120.73
85             247.883             201.056             247.883             20.4802             1175.29             36.2222             73.3576             1120.73
85.1             247.883             201.047             247.883             20.4801             1175.28             36.2201              73.358             1120.72
85.2             247.883             201.039             247.883               20.48             1175.28              36.218             73.3584             1120.72
85.3             247.883             201.031             247.883             20.4799             1175.27             36.2159             73.3588             1120.72
85.4             247.883             201.023             247.883             20.4798             1175.27             36.2138             73.3592             1120.72
85.5             247.884             201.014             247.884             20.4796             1175.26             36.2118             73.3596             1120.71
85.6             247.884             201.006             247.884             20.4795             1175.26             36.2097               73.36             1120.71
85.7             247.884             200.998             247.884             20.4794             1175.25             36.2077             73.3604             1120.71
85.8             247.884              200.99             247.884             20.4793             1175.25             36.2056             73.3608              1120.7
85.9             247.884             200.981             247.884             20.4792             1175.25             36.2036             73.3612              1120.7
86             247.884             200.973             247.884             20.4791             1175.24             36.2016             73.3616              1120.7
86.1             247.884             200.965             247.884             20.4789             1175.24             36.1996              73.362              1120.7
86.2             247.884             200.957             247.884             20.4788             1175.23             36.1976             73.3623             1120.69
86.3             247.884             200.948             247.884             20.4787             1175.23             36.1957             73.3627             1120.69
86.4             247.885              200.94             247.885             20.4786             1175.22             36.1937             73.3631             1120.69
86.5             247.885             200.932             247.885             20.4785             1175.22             36.1918             73.3635             1120.69
86.6             247.885             200.924             247.885             20.4784             1175.21             36.1898             73.3639             1120.68
86.7             247.885             200.916             247.885             20.4782             1175.21             36.1879             73.3643             1120.68
86.8             247.885             200.908             247.885             20.4781              1175.2              36.186             73.3646             1120.68
86.9             247.885               200.9             247.885              20.478              1175.2             36.1841              73.365             1120.67
87             247.898             200.895             247.898             20.4805              1175.3             36.1815             73.3674             1120.78
87.1             247.898             200.887             247.898             20.4803              1175.3             36.1795             73.3678             1120.77
87.2             247.898             200.879             247.898             20.4802             1175.29             36.1776             73.3682             1120.77
87.3             247.898              200.87             247.898             20.4801             1175.29             36.1757             73.3686             1120.77
87.4             247.898             200.862             247.898               20.48             1175.28             36.1738              73.369             1120.77
87.5             247.899             200.854             247.899             20.4798             1175.28             36.1719             73.3694             1120.76
87.6             247.899             200.845             247.899             20.4797             1175.27               36.17             73.3698             1120.76
87.7             247.899             200.837             247.899             20.4796             1175.27             36.1681             73.3702             1120.76
87.8             247.899             200.829             247.899             20.4795             1175.26             36.1662             73.3706             1120.76
87.9             247.899              200.82             247.899             20.4793             1175.26             36.1644             73.3709             1120.75
88             247.899             200.812             247.899             20.4792             1175.25             36.1625             73.3713             1120.75
88.1             247.899              200.81             247.899             20.4791             1175.25             36.1607             73.3717             1120.75
88.2             247.899             200.807             247.899              20.479             1175.25             36.1589             73.3721             1120.74
88.3             247.899             200.804             247.899             20.4788             1175.24             36.1571             73.3725             1120.74
88.4               247.9             200.802               247.9             20.4787             1175.24             36.1553             73.3729             1120.74
88.5               247.9             200.799               247.9             20.4786             1175.23             36.1535             73.3732             1120.74
88.6               247.9             200.797               247.9             20.4785             1175.23             36.1517             73.3736             1120.73
88.7               247.9             200.796               247.9             20.4783             1175.22             36.1499              73.374             1120.73
88.8               247.9             200.795               247.9             20.4782             1175.22             36.1482             73.3744             1120.73
88.9               247.9             200.793               247.9             20.4781             1175.21             36.1464             73.3747             1120.72
89               247.9             200.792               247.9             20.4779             1175.21             36.1447             73.3751             1120.72
89.1               247.9              200.79               247.9             20.4778             1175.21             36.1429             73.3755             1120.72
89.2               247.9             200.789               247.9             20.4777              1175.2             36.1412             73.3759             1120.72
89.3             247.901             200.788             247.901             20.4776              1175.2             36.1395             73.3762             1120.71
89.4             247.901             200.786             247.901             20.4774             1175.19             36.1378             73.3766             1120.71
89.5             247.901             200.785             247.901             20.4773             1175.19             36.1361              73.377             1120.71
89.6             247.901             200.783             247.901             20.4772             1175.18             36.1345             73.3774              1120.7
89.7             247.901             200.782             247.901              20.477             1175.18             36.1328             73.3777              1120.7
89.8             247.901             200.781             247.901             20.4769             1175.17             36.1311             73.3781              1120.7
89.9             247.901             200.779             247.901             20.4768             1175.17             36.1295             73.3785              1120.7
90             247.901             200.778             247.901             20.4766             1175.17             36.1279             73.3788             1120.69
90.1             247.901             200.776             247.901             20.4765             1175.16             36.1262             73.3792             1120.69
90.2             247.902             200.775             247.902             20.4764             1175.16             36.1246             73.3796             1120.69
90.3             247.902             200.774             247.902             20.4763             1175.15              36.123             73.3799             1120.69
90.4             247.902             200.772             247.902             20.4761             1175.15             36.1214             73.3803             1120.68
90.5             247.902             200.771             247.902              20.476             1175.14             36.1198             73.3806             1120.68
90.6             247.902              200.77             247.902             20.4759             1175.14             36.1182              73.381             1120.68
90.7             247.902             200.768             247.902             20.4757             1175.14             36.1167             73.3814             1120.67
90.8             247.902             200.767             247.902             20.4756             1175.13             36.1151             73.3817             1120.67
90.9             247.902             200.765             247.902             20.4755             1175.13             36.1136             73.3821             1120.67
91             247.902             200.764             247.902             20.4753             1175.12              36.112             73.3824             1120.67
91.1             247.903             200.763             247.903             20.4752             1175.12             36.1105             73.3828             1120.66
91.2             247.903             200.761             247.903              20.475             1175.11              36.109             73.3832             1120.66
91.3             247.903              200.76             247.903             20.4749             1175.11             36.1075             73.3835             1120.66
91.4             247.903             200.759             247.903             20.4748             1175.11              36.106             73.3839             1120.65
91.5             247.903             200.757             247.903             20.4746              1175.1             36.1045             73.3842             1120.65
91.6             247.903             200.756             247.903             20.4745              1175.1              36.103             73.3846             1120.65
91.7             247.903             200.754             247.903             20.4744             1175.09             36.1015             73.3849             1120.65
91.8             247.903             200.753             247.903             20.4742             1175.09                36.1             73.3853             1120.64
91.9             247.903             200.752             247.903             20.4741             1175.08             36.0986             73.3856             1120.64
92             247.903              200.75             247.903              20.474             1175.08             36.0971              73.386             1120.64
92.1             247.904             200.749             247.904             20.4738             1175.08             36.0957             73.3863             1120.63
92.2             247.904             200.748             247.904             20.4737             1175.07             36.0943             73.3867             1120.63
92.3             247.904             200.746             247.904             20.4735             1175.07             36.0928              73.387             1120.63
92.4             247.904             200.745             247.904             20.4734             1175.06             36.0914             73.3874             1120.63
92.5             247.904             200.743             247.904             20.4733             1175.06               36.09             73.3877             1120.62
92.6             247.904             200.742             247.904             20.4731             1175.06             36.0886             73.3881             1120.62
92.7             247.917             200.741             247.917             20.4755             1175.15             36.0865             73.3906             1120.72
92.8             247.917             200.739             247.917             20.4753             1175.15              36.085              73.391             1120.72
92.9             247.917             200.738             247.917             20.4752             1175.15             36.0836             73.3913             1120.71
93             247.917             200.737             247.917              20.475             1175.14             36.0822             73.3917             1120.71
93.1             247.917             200.735             247.917             20.4749             1175.14             36.0808              73.392             1120.71
93.2             247.917             200.734             247.917             20.4748             1175.13             36.0794             73.3924             1120.71
93.3             247.917             200.732             247.917             20.4746             1175.13              36.078             73.3927              1120.7
93.4             247.917             200.731             247.917             20.4745             1175.12             36.0766             73.3931              1120.7
93.5             247.918              200.73             247.918             20.4743             1175.12             36.0752             73.3935              1120.7
93.6             247.918             200.728             247.918             20.4742             1175.12             36.0739             73.3938             1120.69
93.7             247.918             200.727             247.918              20.474             1175.11             36.0725             73.3942             1120.69
93.8             247.918             200.725             247.918             20.4739             1175.11             36.0712             73.3945             1120.69
93.9             247.918             200.724             247.918             20.4737              1175.1             36.0698             73.3948             1120.68
94             247.918             200.723             247.918             20.4736              1175.1             36.0685             73.3952             1120.68
94.1             247.918             200.721             247.918             20.4734             1175.09             36.0672             73.3955             1120.68
94.2             247.918              200.72             247.918             20.4733             1175.09             36.0659             73.3959             1120.68
94.3             247.918             200.718             247.918             20.4731             1175.09             36.0646             73.3962             1120.67
94.4             247.918             200.717             247.918              20.473             1175.08             36.0633             73.3966             1120.67
94.5             247.919             200.715             247.919             20.4728             1175.08              36.062             73.3969             1120.67
94.6             247.919             200.714             247.919             20.4727             1175.07             36.0607             73.3973             1120.66
94.7             247.919             200.713             247.919             20.4725             1175.07             36.0594             73.3976             1120.66
94.8             247.919             200.711             247.919             20.4724             1175.07             36.0582             73.3979             1120.66
94.9             247.919              200.71             247.919             20.4722             1175.06             36.0569             73.3983             1120.65
95             247.919             200.708             247.919             20.4721             1175.06             36.0557             73.3986             1120.65
95.1             247.919             200.707             247.919             20.4719             1175.05             36.0544              73.399             1120.65
95.2             247.919             200.706             247.919             20.4718             1175.05             36.0532             73.3993             1120.65
95.3             247.919             200.704             247.919             20.4716             1175.04              36.052             73.3996             1120.64
95.4             247.919             200.703             247.919             20.4714             1175.04             36.0508                73.4             1120.64
95.5             247.919             200.701             247.919             20.4713             1175.04             36.0496             73.4003             1120.64
95.6              247.92               200.7              247.92             20.4711             1175.03             36.0484             73.4006             1120.63
95.7              247.92             200.699              247.92              20.471             1175.03             36.0472              73.401             1120.63
95.8              247.92             200.697              247.92             20.4708             1175.02              36.046             73.4013             1120.63
95.9              247.92             200.696              247.92             20.4707             1175.02             36.0448             73.4016             1120.62
96              247.92             200.695              247.92             20.4705             1175.02             36.0436              73.402             1120.62
96.1              247.92             200.693              247.92             20.4704             1175.01             36.0425             73.4023             1120.62
96.2              247.92             200.692              247.92             20.4702             1175.01             36.0413             73.4026             1120.61
96.3              247.92              200.69              247.92               20.47                1175             36.0402             73.4029             1120.61
96.4              247.92             200.689              247.92             20.4699                1175              36.039             73.4033             1120.61
96.5              247.92             200.689              247.92             20.4697             1174.99             36.0379             73.4036             1120.61
96.6              247.92             200.689              247.92             20.4696             1174.99             36.0367             73.4039              1120.6
96.7              247.92              200.69              247.92             20.4694             1174.99             36.0356             73.4043              1120.6
96.8             247.921             200.691             247.921             20.4692             1174.98             36.0345             73.4046              1120.6
96.9             247.921             200.691             247.921             20.4691             1174.98             36.0334             73.4049             1120.59
97             247.921             200.692             247.921             20.4689             1174.97             36.0323             73.4052             1120.59
97.1             247.921             200.693             247.921             20.4688             1174.97             36.0312             73.4055             1120.59
97.2             247.921             200.694             247.921             20.4686             1174.97             36.0301             73.4059             1120.58
