1	4	0	-1
1	39	1	-1
4	9	0	1
4	1	0	1
0	3	0	0
3	0	0	0
0	7	0	1
3	4	0	0
4	3	0	0
7	9	0	0
9	7	0	0
7	15	0	-1
8	9	0	0
9	8	0	0
8	11	0	0
11	8	0	0
10	12	0	0
12	10	0	0
10	37	0	-1
11	12	0	0
12	11	0	0
9	4	0	-1
7	0	0	-1
1	6	1	0
0	16	0	0
16	0	0	0
15	7	0	1
15	16	0	0
16	15	0	0
6	1	-1	0
6	10	0	0
10	6	0	0
18	35	1	0
18	19	0	0
19	18	0	0
19	39	1	0
2	18	0	0
18	2	0	0
2	5	0	0
5	2	0	0
3	19	0	0
19	3	0	0
5	17	0	0
17	5	0	0
16	17	0	0
17	16	0	0
2	13	0	0
13	2	0	0
13	14	0	0
14	13	0	0
14	27	1	0
22	23	0	0
23	22	0	0
22	25	0	0
25	22	0	0
23	24	0	0
24	23	0	0
24	26	0	0
26	24	0	0
25	26	0	0
26	25	0	0
14	23	0	0
23	14	0	0
22	12	1	0
25	6	1	0
13	21	0	0
21	13	0	0
21	24	0	0
24	21	0	0
20	26	0	0
26	20	0	0
20	21	0	0
21	20	0	0
8	20	0	0
20	8	0	0
6	25	-1	0
12	22	-1	0
30	34	0	0
34	30	0	0
30	31	0	0
31	30	0	0
31	32	0	0
32	31	0	0
32	33	0	0
33	32	0	0
33	34	0	0
34	33	0	0
27	28	0	0
28	27	0	0
27	30	0	0
30	27	0	0
28	34	0	0
34	28	0	0
11	31	0	0
31	11	0	0
27	14	-1	0
5	32	0	0
32	5	0	0
17	29	0	0
29	17	0	0
29	33	0	0
33	29	0	0
28	35	0	0
35	28	0	0
35	18	-1	0
29	38	0	0
38	29	0	0
35	36	0	0
36	35	0	0
36	38	0	0
38	36	0	0
15	37	0	0
37	15	0	0
37	38	0	0
38	37	0	0
39	19	-1	0
39	1	-1	1
36	39	0	0
39	36	0	0
37	10	0	1
