6 	 19
6 	 4
6 	 10
3 	 4
4 	 3
3 	 17
4 	 6
1 	 7
7 	 1
1 	 3
3 	 1
7 	 5
9 	 19
9 	 16
2 	 8
8 	 2
2 	 5
5 	 2
5 	 7
8 	 9
9 	 8
8 	 11
11 	 8
11 	 15
0 	 1
1 	 0
0 	 2
2 	 0
7 	 10
10 	 7
10 	 11
11 	 10
0 	 13
13 	 0
5 	 12
12 	 5
12 	 13
13 	 12
4 	 14
14 	 4
13 	 14
14 	 13
14 	 15
15 	 14
15 	 11
10 	 6
12 	 17
17 	 12
15 	 16
16 	 15
16 	 18
18 	 16
17 	 18
18 	 17
17 	 3
19 	 6
19 	 9
18 	 19
19 	 18
16 	 9
