0	2	0	0
2	0	0	0
0	5	0	0
5	0	0	0
1	3	0	0
3	1	0	0
1	6	0	0
6	1	0	0
2	3	0	0
3	2	0	0
5	6	0	0
6	5	0	0
7	93	0	1
7	91	0	1
14	67	0	1
15	66	0	1
14	15	0	0
15	14	0	0
14	93	0	1
1	7	0	0
7	1	0	0
4	6	0	0
6	4	0	0
4	15	0	0
15	4	0	0
3	89	0	1
11	28	0	0
28	11	0	0
11	74	-1	0
12	74	-1	0
12	13	0	0
13	12	0	0
13	29	0	0
29	13	0	0
28	29	0	0
29	28	0	0
13	25	0	0
25	13	0	0
25	30	0	0
30	25	0	0
29	30	0	0
30	29	0	0
4	31	0	0
31	4	0	0
5	32	0	0
32	5	0	0
31	32	0	0
32	31	0	0
35	36	0	0
36	35	0	0
35	37	0	0
37	35	0	0
36	38	0	0
38	36	0	0
37	38	0	0
38	37	0	0
20	27	0	0
27	20	0	0
20	36	0	0
36	20	0	0
26	27	0	0
27	26	0	0
26	35	0	0
35	26	0	0
16	58	-1	0
16	39	0	1
39	88	-1	0
41	84	-1	0
39	42	0	0
42	39	0	0
40	41	0	0
41	40	0	0
40	43	0	0
43	40	0	0
42	43	0	0
43	42	0	0
39	16	0	-1
41	97	-1	0
9	10	0	0
10	9	0	0
9	24	0	0
24	9	0	0
10	40	0	0
40	10	0	0
12	98	-1	0
24	25	0	0
25	24	0	0
10	43	0	0
43	10	0	0
11	59	-1	0
44	45	0	0
45	44	0	0
44	46	0	0
46	44	0	0
45	49	0	0
49	45	0	0
46	47	0	0
47	46	0	0
47	48	0	0
48	47	0	0
48	49	0	0
49	48	0	0
16	46	0	0
46	16	0	0
28	44	0	0
44	28	0	0
47	65	0	1
31	48	0	0
48	31	0	0
17	50	0	0
50	17	0	0
17	20	0	0
20	17	0	0
27	51	0	0
51	27	0	0
50	51	0	0
51	50	0	0
9	52	0	0
52	9	0	0
24	26	0	0
26	24	0	0
37	53	0	0
53	37	0	0
52	53	0	0
53	52	0	0
54	87	0	1
54	56	0	0
56	54	0	0
55	87	0	1
55	57	0	0
57	55	0	0
56	57	0	0
57	56	0	0
2	56	0	0
56	2	0	0
54	89	0	1
0	8	0	0
8	0	0	0
8	22	0	0
22	8	0	0
21	22	0	0
22	21	0	0
21	57	0	0
57	21	0	0
21	60	0	0
60	21	0	0
55	58	0	0
58	55	0	0
58	60	0	0
60	58	0	0
22	23	0	0
23	22	0	0
23	59	0	0
59	23	0	0
59	60	0	0
60	59	0	0
30	61	0	0
61	30	0	0
45	63	0	0
63	45	0	0
61	63	0	0
63	61	0	0
51	62	0	0
62	51	0	0
61	62	0	0
62	61	0	0
49	64	0	0
64	49	0	0
63	64	0	0
64	63	0	0
42	65	0	0
65	42	0	0
52	66	0	0
66	52	0	0
65	66	0	0
66	65	0	0
65	47	0	-1
17	19	0	0
19	17	0	0
19	71	0	0
71	19	0	0
38	68	0	0
68	38	0	0
68	71	0	0
71	68	0	0
8	18	0	0
18	8	0	0
18	19	0	0
19	18	0	0
23	34	0	0
34	23	0	0
33	34	0	0
34	33	0	0
33	70	0	0
70	33	0	0
70	71	0	0
71	70	0	0
33	72	0	0
72	33	0	0
69	70	0	0
70	69	0	0
69	73	0	0
73	69	0	0
72	73	0	0
73	72	0	0
34	74	0	0
74	34	0	0
59	11	1	0
74	11	1	0
58	16	1	0
75	76	0	0
76	75	0	0
75	77	0	0
77	75	0	0
76	79	0	0
79	76	0	0
77	78	0	0
78	77	0	0
78	79	0	0
79	78	0	0
62	76	0	0
76	62	0	0
64	75	0	0
75	64	0	0
32	77	0	0
77	32	0	0
50	79	0	0
79	50	0	0
18	78	0	0
78	18	0	0
53	67	0	0
67	53	0	0
66	15	0	-1
67	14	0	-1
68	80	0	0
80	68	0	0
69	81	0	0
81	69	0	0
80	81	0	0
81	80	0	0
73	86	0	0
86	73	0	0
81	82	0	0
82	81	0	0
82	85	0	0
85	82	0	0
85	86	0	0
86	85	0	0
74	12	1	0
87	55	0	-1
87	88	0	0
88	87	0	0
88	39	1	0
84	41	1	0
84	88	0	0
88	84	0	0
89	3	0	-1
89	54	0	-1
87	54	0	-1
90	91	0	0
91	90	0	0
90	92	0	0
92	90	0	0
91	7	0	-1
92	93	0	0
93	92	0	0
93	7	0	-1
80	90	0	0
90	80	0	0
82	83	0	0
83	82	0	0
83	91	0	0
91	83	0	0
67	92	0	0
92	67	0	0
83	89	0	0
89	83	0	0
93	14	0	-1
94	97	0	0
97	94	0	0
94	95	0	0
95	94	0	0
95	96	0	0
96	95	0	0
96	99	0	0
99	96	0	0
97	98	0	0
98	97	0	0
98	99	0	0
99	98	0	0
97	41	1	0
84	94	0	0
94	84	0	0
85	95	0	0
95	85	0	0
86	96	0	0
96	86	0	0
72	99	0	0
99	72	0	0
98	12	1	0
