timestep = 0
vx	vy
0.678529	2.29871	
1.56197	0.506232	
1.07524	2.31673	
1.10549	2.32834	
7.61941	3.50203	
7.71586	3.48666	
7.6882	2.22263	
8.24814	2.79365	
5.73029	5.18754	
5.65219	4.26915	
6.04974	4.40046	
5.22161	4.4217	
5.1954	4.91084	
5.35816	5.04626	
0.116708	2.56439	
0.389104	2.04002	
1.76502	0.639347	
2.68622	0.587888	
2.68267	0.582225	
3.05678	1.8113	
2.357	1.47411	
7.12613	3.59147	
7.5423	3.49664	
6.76274	2.92803	
6.74368	2.66665	
7.43255	2.42651	
0.0465238	2.733	
0.0585915	3.68429	
timestep = 0.01
vx	vy
9.75699	5.00641	
3.47871	4.93504	
9.75051	9.97639	
9.71912	9.95861	
9.07347	9.74228	
8.86187	9.409	
9.75063	9.98858	
6.03523	3.27844	
5.29676	1.44979	
3.51758	1.22828	
2.80809	6.44754	
1.43905	7.40046	
9.5174	8.18902	
9.45691	8.98185	
9.03089	8.79618	
8.41825	9.14924	
7.46782	9.60737	
0.64815	5.3708	
2.70307	4.99089	
2.57982	4.8327	
2.73407	6.31002	
1.75106	6.35567	
0.917531	6.15714	
0.651071	5.57432	
0.570882	7.12023	
0.0344523	7.10543	
2.05656	8.28518	
1.21558	7.74413	
0.916272	7.68462	
1.38299	9.38208	
1.87351	8.68397	
6.3574	0.652048	
3.52906	2.47504	
3.83509	0.850728	
2.94525	0.580247	
2.04703	4.47678	
8.36049	8.7352	
7.93559	8.25912	
8.56471	7.5237	
9.01284	8.51995	
9.30434	8.05108	
9.26112	7.94569	
7.39671	8.92134	
7.66793	8.32542	
4.52047	6.57322	
8.44748	7.03356	
8.99639	6.00819	
9.63463	6.25803	
9.72526	6.81029	
2.62144	8.11533	
2.9037	6.53949	
4.30665	6.67372	
2.41928	9.86877	
2.65104	9.68899	
0.285519	8.47302	
0.274449	8.45027	
6.53482	2.42199	
6.76382	1.84249	
6.55991	0.368564	
6.4801	0.414551	
3.96695	3.82201	
3.66863	3.44131	
3.67374	2.87679	
5.79406	3.21182	
5.79833	2.33477	
5.21634	1.84524	
4.89198	2.08759	
4.54775	0.850154	
4.03743	5.0164	
4.62559	5.83806	
8.21826	6.68824	
6.08482	6.18963	
6.44953	6.49373	
4.61298	6.61998	
5.32024	7.28614	
8.03265	4.62222	
4.10828	9.90423	
4.26679	8.83002	
1.12508	4.87607	
2.0354	4.48012	
2.74932	0.274893	
2.70926	9.67201	
3.271	9.95487	
3.13431	8.43657	
4.05514	8.73678	
3.96677	8.64269	
8.52684	0.912841	
7.5725	0.548049	
9.11934	1.70114	
9.26688	1.6064	
5.54415	3.43416	
4.64154	4.19603	
4.67354	4.27288	
5.19965	1.35885	
4.83784	1.06366	
5.15455	0.164628	
4.59127	0.427068	
3.28439	0.0408376	
3.32995	0.124512	
3.70038	0.451726	
5.97094	5.68692	
6.79106	4.96147	
7.42377	7.17098	
7.35454	8.06507	
7.02094	5.28927	
7.11868	6.04896	
8.36849	5.6015	
8.09191	5.28878	
8.45574	6.11222	
8.20774	6.51639	
6.19576	8.63649	
6.24584	8.97636	
6.21728	8.95992	
6.7081	8.74805	
7.7542	4.56485	
6.64963	4.41339	
6.75804	4.58899	
6.71662	4.20264	
8.34526	4.32133	
9.54177	3.8529	
9.4878	3.78229	
9.32316	4.51305	
9.26483	4.52787	
5.26301	9.72843	
5.02852	9.55173	
4.4109	8.83345	
4.77398	9.04167	
5.35047	8.84801	
5.38178	7.54007	
5.88995	7.91683	
1.2728	0.128494	
1.39718	0.217321	
9.05946	1.82845	
7.68334	1.88747	
7.75781	1.7448	
9.9126	0.776005	
9.64346	2.92878	
8.93815	2.49948	
9.0811	2.16562	
4.92206	2.28034	
5.25909	3.34072	
4.69927	3.43959	
4.76732	3.52169	
4.66333	5.82385	
6.99069	7.13279	
6.33521	6.78648	
6.44511	6.65973	
6.72101	8.62674	
6.60373	8.21941	
7.20285	8.05563	
1.06171	2.33	
0.877312	3.24577	
0.221029	3.7094	
2.38339	2.96553	
3.30841	2.37999	
3.18451	1.88789	
8.97759	3.34254	
8.75832	2.75087	
8.21136	3.87722	
7.23604	0.292672	
7.52696	0.461947	
5.79325	5.59206	
5.52001	5.61171	
6.3364	7.16929	
5.94785	7.91916	
5.96281	7.93376	
6.63463	7.9026	
6.69193	7.82918	
6.68979	7.86734	
0.220717	0.325213	
0.135845	0.322121	
1.02574	2.3033	
0.675592	2.2986	
1.55572	0.510378	
1.07145	2.31684	
1.11149	2.33179	
7.61808	3.50521	
7.71956	3.48686	
7.69048	2.22228	
8.24968	2.79242	
5.73182	5.18672	
5.65075	4.26706	
6.0495	4.40321	
5.21775	4.42439	
5.19136	4.91169	
5.35849	5.04853	
0.115897	2.56374	
0.387691	2.03751	
1.76678	0.64183	
2.6881	0.588883	
2.68086	0.581984	
3.05131	1.8122	
2.35403	1.48553	
7.1269	3.5914	
7.54238	3.49479	
6.76073	2.92936	
6.7456	2.66558	
7.43235	2.42933	
0.0470792	2.73529	
0.062827	3.68702	
timestep = 0.02
vx	vy
9.75875	5.00504	
3.47809	4.94367	
9.75492	9.97932	
9.71836	9.95714	
9.06787	9.74532	
8.85948	9.40975	
9.75297	9.99008	
6.03615	3.27929	
5.29714	1.45049	
3.52506	1.23344	
2.81277	6.45551	
1.44396	7.40401	
9.52019	8.18917	
9.45644	8.98037	
9.03155	8.79748	
8.41474	9.15398	
7.46664	9.60736	
0.654144	5.37082	
2.70258	5.00019	
2.56834	4.82449	
2.73002	6.2962	
1.74709	6.33806	
0.924841	6.14711	
0.65709	5.57497	
0.568809	7.12024	
0.0341735	7.10675	
2.05292	8.28385	
1.21783	7.74344	
0.914515	7.68843	
1.37479	9.38068	
1.87167	8.68643	
6.36121	0.659934	
3.52409	2.46865	
3.83929	0.861187	
2.94729	0.583038	
2.04925	4.47843	
8.35877	8.73327	
7.93436	8.25954	
8.56201	7.52411	
9.00781	8.51789	
9.3024	8.05046	
9.26333	7.94553	
7.39182	8.92608	
7.66865	8.32512	
4.51334	6.57098	
8.44861	7.03383	
8.99857	6.00834	
9.63612	6.25986	
9.72389	6.80864	
2.63215	8.10933	
2.91333	6.5412	
4.29686	6.6723	
2.41722	9.86851	
2.6477	9.68562	
0.291881	8.48209	
0.275612	8.44922	
6.53272	2.4158	
6.76306	1.83747	
6.55989	0.364855	
6.47668	0.413463	
3.96411	3.82376	
3.65351	3.43703	
3.66881	2.87868	
5.79378	3.21162	
5.80052	2.3308	
5.21565	1.84207	
4.88658	2.07963	
4.54472	0.858412	
4.03095	5.02888	
4.61238	5.84244	
8.21489	6.69084	
6.08223	6.1905	
6.44901	6.49385	
4.61391	6.62324	
5.31676	7.28542	
8.03234	4.62461	
4.10873	9.90564	
4.26639	8.8308	
1.12743	4.88628	
2.03724	4.48117	
2.74702	0.275171	
2.71133	9.66817	
3.26985	9.95007	
3.13693	8.42916	
4.05223	8.73641	
3.95985	8.63056	
8.53108	0.91204	
7.57337	0.551367	
9.11807	1.69784	
9.26683	1.60505	
5.54366	3.43408	
4.63946	4.19388	
4.673	4.27541	
5.2017	1.35943	
4.83083	1.06601	
5.15889	0.166962	
4.58831	0.422875	
3.28345	0.0412731	
3.33104	0.126919	
3.7007	0.448885	
5.97131	5.6878	
6.7893	4.96531	
7.42665	7.1711	
7.3593	8.06292	
7.02255	5.29327	
7.11839	6.04898	
8.36911	5.60142	
8.08885	5.29102	
8.45558	6.11154	
8.20471	6.51504	
6.19578	8.63432	
6.24939	8.98034	
6.21528	8.96037	
6.70936	8.75379	
7.75062	4.56286	
6.64887	4.41222	
6.75965	4.58938	
6.71399	4.20017	
8.34792	4.32099	
9.54591	3.85788	
9.48636	3.77998	
9.32844	4.51343	
9.26385	4.52969	
5.26525	9.73404	
5.02674	9.55161	
4.40741	8.82685	
4.7795	9.04361	
5.34966	8.84782	
5.37399	7.53896	
5.88581	7.91692	
1.26878	0.126254	
1.39589	0.216475	
9.05531	1.82777	
7.68215	1.88263	
7.75538	1.74428	
9.91288	0.775509	
9.64195	2.92964	
8.93869	2.50047	
9.08185	2.16389	
4.91951	2.28134	
5.26072	3.33952	
4.6942	3.43364	
4.767	3.52281	
4.66289	5.82234	
6.99223	7.12945	
6.33227	6.78621	
6.44643	6.65835	
6.72315	8.62582	
6.60219	8.22191	
7.2029	8.05777	
1.06309	2.32762	
0.88521	3.24671	
0.223072	3.71441	
2.3868	2.96922	
3.30975	2.38298	
3.1904	1.89152	
8.9753	3.34507	
8.75634	2.74963	
8.21524	3.87551	
7.23712	0.291954	
7.53331	0.463377	
5.79429	5.59303	
5.51922	5.61421	
6.33478	7.16968	
5.94735	7.91599	
5.96337	7.93415	
6.63281	7.90455	
6.69188	7.82566	
6.69065	7.86593	
0.229448	0.325165	
0.136266	0.321868	
1.02993	2.2993	
0.673937	2.29866	
1.54823	0.513891	
1.0682	2.31658	
1.11797	2.33403	
7.61577	3.50819	
7.72217	3.48652	
7.69222	2.22192	
8.24987	2.78963	
5.73439	5.18624	
5.65064	4.26452	
6.051	4.40569	
5.21495	4.42691	
5.18891	4.91179	
5.35993	5.05024	
0.116667	2.56331	
0.387767	2.03572	
1.76762	0.645277	
2.68875	0.592412	
2.6792	0.58272	
3.04612	1.81488	
2.35183	1.4967	
7.12578	3.59066	
7.54103	3.49243	
6.75791	2.93014	
6.74707	2.66518	
7.43158	2.43211	
0.0486722	2.7374	
0.0674277	3.68975	
timestep = 0.03
vx	vy
9.76083	5.00308	
3.47712	4.95218	
9.75669	9.98171	
9.71682	9.9564	
9.06007	9.7484	
8.85639	9.40978	
9.75496	9.99172	
6.03661	3.28024	
5.29724	1.45174	
3.53253	1.23782	
2.81712	6.46375	
1.44848	7.40863	
9.52391	8.18927	
9.45645	8.97876	
9.03238	8.79873	
8.41107	9.15778	
7.46512	9.60711	
0.660635	5.36988	
2.70271	5.00934	
2.55919	4.81709	
2.72663	6.28294	
1.74388	6.32197	
0.931649	6.13766	
0.66276	5.57534	
0.566607	7.12011	
0.0341689	7.10785	
2.04965	8.28309	
1.22017	7.74355	
0.91371	7.69189	
1.36665	9.37844	
1.8703	8.68909	
6.36375	0.667794	
3.51994	2.46385	
3.84218	0.870808	
2.95005	0.585031	
2.05366	4.48022	
8.35765	8.73125	
7.9343	8.2591	
8.56077	7.52408	
9.00302	8.51622	
9.30084	8.04992	
9.26632	7.94556	
7.38669	8.9303	
7.66978	8.3231	
4.50607	6.56903	
8.45187	7.03286	
9.0018	6.00791	
9.63755	6.26066	
9.72297	6.80642	
2.64252	8.10523	
2.92181	6.5444	
4.28728	6.67175	
2.41618	9.86862	
2.64477	9.68317	
0.298495	8.48963	
0.278182	8.44761	
6.52924	2.40902	
6.76045	1.83097	
6.55925	0.361149	
6.4728	0.412823	
3.96067	3.82628	
3.63985	3.43368	
3.66456	2.88149	
5.7929	3.21181	
5.8026	2.32693	
5.2152	1.83849	
4.88176	2.07315	
4.54149	0.867256	
4.02353	5.04014	
4.59882	5.84577	
8.21339	6.69247	
6.08022	6.19056	
6.44908	6.49363	
4.61516	6.62562	
5.31236	7.28394	
8.03179	4.62595	
4.10975	9.90683	
4.26705	8.83171	
1.13015	4.89561	
2.0405	4.48343	
2.746	0.275555	
2.71454	9.66495	
3.2704	9.94639	
3.14057	8.42343	
4.05085	8.73674	
3.95406	8.62022	
8.53406	0.911782	
7.57257	0.554776	
9.117	1.69341	
9.26652	1.60334	
5.54374	3.43335	
4.63735	4.19193	
4.67237	4.27703	
5.20403	1.3615	
4.82502	1.06975	
5.16438	0.171471	
4.58594	0.419149	
3.28356	0.0426352	
3.33274	0.129636	
3.70088	0.445753	
5.97151	5.68887	
6.7874	4.96862	
7.42957	7.17082	
7.36289	8.05937	
7.02472	5.29693	
7.11874	6.04974	
8.37017	5.6017	
8.08618	5.29273	
8.45679	6.11045	
8.20302	6.5136	
6.19559	8.63237	
6.25295	8.98481	
6.21289	8.96119	
6.70957	8.75981	
7.74756	4.5602	
6.6475	4.41092	
6.7614	4.58943	
6.71189	4.19748	
8.35028	4.32022	
9.55046	3.86161	
9.485	3.77782	
9.33393	4.51338	
9.26298	4.5319	
5.26846	9.74116	
5.02656	9.55189	
4.40434	8.82023	
4.78585	9.04447	
5.34878	8.84714	
5.3652	7.53786	
5.8804	7.91704	
1.26397	0.123127	
1.39507	0.215239	
9.05183	1.82615	
7.67941	1.87734	
7.75242	1.74351	
9.91198	0.774901	
9.64003	2.93035	
8.93859	2.50201	
9.08256	2.16149	
4.91857	2.28424	
5.26454	3.33912	
4.6896	3.42996	
4.76773	3.52502	
4.66198	5.82115	
6.99311	7.12717	
6.32894	6.78561	
6.44834	6.65693	
6.72367	8.62476	
6.60047	8.22424	
7.20062	8.05894	
1.06416	2.32475	
0.893664	3.249	
0.225001	3.71916	
2.39094	2.97277	
3.31094	2.38552	
3.19573	1.89442	
8.97266	3.34859	
8.75426	2.74969	
8.21902	3.8738	
7.2364	0.291166	
7.53603	0.465236	
5.79541	5.59369	
5.51887	5.61743	
6.33301	7.17175	
5.94599	7.91465	
5.96481	7.93495	
6.63165	7.90664	
6.69167	7.82358	
6.69065	7.8654	
0.236104	0.323338	
0.135367	0.320242	
1.03217	2.29506	
0.671496	2.2975	
1.54193	0.516753	
1.06694	2.31722	
1.12446	2.33649	
7.61468	3.51116	
7.72544	3.48675	
7.69408	2.22176	
8.25113	2.78826	
5.73602	5.18429	
5.64989	4.2606	
6.0508	4.40674	
5.21142	4.42732	
5.18503	4.91096	
5.36085	5.05153	
0.117086	2.56214	
0.386778	2.03291	
1.76853	0.648338	
2.68957	0.594991	
2.67771	0.582985	
3.04033	1.81596	
2.34799	1.50693	
7.12535	3.59017	
7.54049	3.49158	
6.75495	2.93156	
6.74665	2.66499	
7.43027	2.43497	
0.0501346	2.73908	
0.0723294	3.69151	
timestep = 0.04
vx	vy
9.76153	5.00007	
3.47502	4.96051	
9.75664	9.98373	
9.715	9.95547	
9.05376	9.75052	
8.85587	9.41069	
9.75541	9.9926	
6.03798	3.28126	
5.29717	1.45246	
3.53996	1.24186	
2.82126	6.4712	
1.4534	7.41245	
9.52745	8.18913	
9.4574	8.9785	
9.03509	8.80072	
8.40974	9.16105	
7.46548	9.60662	
0.665242	5.36869	
2.70159	5.01944	
2.54931	4.81024	
2.72326	6.27095	
1.74148	6.30727	
0.938522	6.12976	
0.667119	5.57621	
0.565157	7.11979	
0.0336704	7.10844	
2.04538	8.28221	
1.22263	7.74325	
0.913476	7.69457	
1.35906	9.37677	
1.8693	8.69165	
6.36555	0.675095	
3.51605	2.45789	
3.84532	0.88043	
2.95212	0.586148	
2.05722	4.48161	
8.35828	8.72826	
7.93549	8.258	
8.55988	7.52352	
9.00003	8.51408	
9.3004	8.04789	
9.26918	7.94394	
7.38291	8.93456	
7.67208	8.3214	
4.49925	6.5687	
8.45462	7.03272	
9.0041	6.00704	
9.63817	6.26217	
9.72165	6.80542	
2.65082	8.1001	
2.92826	6.54649	
4.27802	6.67159	
2.41483	9.86761	
2.64221	9.67947	
0.303904	8.4987	
0.280059	8.44603	
6.52671	2.40303	
6.75878	1.82581	
6.55856	0.358629	
6.46881	0.412014	
3.95637	3.82849	
3.62615	3.43006	
3.65997	2.88237	
5.79284	3.21086	
5.80445	2.32278	
5.2149	1.83501	
4.87758	2.06575	
4.53841	0.875496	
4.01593	5.05127	
4.58538	5.85011	
8.21195	6.69548	
6.07873	6.19182	
6.44979	6.49469	
4.61657	6.63028	
5.3084	7.28475	
8.03055	4.62707	
4.10941	9.9077	
4.26683	8.83263	
1.1309	4.90428	
2.04223	4.48523	
2.74354	0.274666	
2.71634	9.66071	
3.26911	9.94063	
3.14219	8.41735	
4.04855	8.73666	
3.948	8.61016	
8.53658	0.909936	
7.57221	0.55647	
9.11581	1.68927	
9.26516	1.60174	
5.54364	3.43238	
4.63454	4.18962	
4.67114	4.27901	
5.2066	1.36284	
4.81912	1.07316	
5.16851	0.1747	
4.58249	0.41557	
3.28242	0.0413299	
3.33271	0.130816	
3.69976	0.442103	
5.9724	5.69002	
6.7864	4.9721	
7.43253	7.17163	
7.367	8.05717	
7.02702	5.30038	
7.11919	6.05021	
8.36982	5.60071	
8.08229	5.29401	
8.45698	6.10923	
8.20039	6.51286	
6.19622	8.62943	
6.25632	8.98929	
6.21043	8.96159	
6.71072	8.76537	
7.74453	4.55755	
6.64643	4.40921	
6.7631	4.58962	
6.7105	4.19516	
8.35159	4.31932	
9.55431	3.86639	
9.48354	3.77656	
9.33852	4.51349	
9.26129	4.53374	
5.27026	9.74741	
5.02471	9.55287	
4.40156	8.81546	
4.7913	9.04673	
5.34762	8.8473	
5.35756	7.53822	
5.87539	7.91746	
1.25961	0.120495	
1.39401	0.213984	
9.04789	1.82554	
7.67761	1.87356	
7.74969	1.74365	
9.91082	0.774513	
9.63875	2.93188	
8.93829	2.50459	
9.08267	2.16053	
4.9172	2.2851	
5.26767	3.33782	
4.68455	3.42454	
4.76763	3.52659	
4.66087	5.82054	
6.99381	7.12564	
6.32531	6.78643	
6.44952	6.65686	
6.72541	8.62305	
6.59994	8.22562	
7.19929	8.06067	
1.06428	2.3208	
0.900243	3.24991	
0.224901	3.72235	
2.39513	2.97512	
3.31322	2.38683	
3.20219	1.89696	
8.97054	3.35223	
8.75234	2.75019	
8.22294	3.87221	
7.23727	0.290727	
7.5393	0.46563	
5.79596	5.59464	
5.51799	5.62073	
6.33097	7.17341	
5.94469	7.91276	
5.96637	7.93512	
6.63099	7.90803	
6.69101	7.82128	
6.69078	7.86457	
0.242156	0.322857	
0.133979	0.319789	
1.03357	2.29066	
0.66824	2.29587	
1.53608	0.519755	
1.06746	2.31772	
1.13255	2.33839	
7.61337	3.51263	
7.72894	3.48591	
7.69614	2.22222	
8.25234	2.78685	
5.73762	5.18272	
5.64951	4.25762	
6.05129	4.40814	
5.2079	4.42904	
5.1816	4.91082	
5.36183	5.05305	
0.116908	2.56085	
0.385204	2.03041	
1.76927	0.650953	
2.69012	0.595898	
2.67475	0.582344	
3.03537	1.81587	
2.34582	1.51575	
7.126	3.5902	
7.54068	3.49008	
6.75338	2.93323	
6.74848	2.66485	
7.4306	2.43771	
0.0514959	2.74102	
0.0761905	3.69316	
timestep = 0.05
vx	vy
9.76242	4.99786	
3.47447	4.96714	
9.75841	9.98546	
9.71345	9.95389	
9.04552	9.75157	
8.8529	9.41055	
9.75613	9.9946	
6.03915	3.28379	
5.29754	1.4537	
3.54756	1.24637	
2.8265	6.47661	
1.45748	7.41516	
9.53181	8.18881	
9.45838	8.97713	
9.03676	8.8025	
8.40642	9.16387	
7.46394	9.60463	
0.669391	5.36842	
2.70129	5.02792	
2.5403	4.80357	
2.72036	6.25804	
1.73773	6.29278	
0.944023	6.12215	
0.671635	5.57778	
0.563326	7.11959	
0.0332075	7.10906	
2.04186	8.28058	
1.22529	7.74277	
0.913336	7.6974	
1.35297	9.37539	
1.86827	8.69413	
6.36714	0.681959	
3.51374	2.45301	
3.84999	0.889699	
2.95374	0.588176	
2.06048	4.48383	
8.3582	8.72547	
7.93605	8.25705	
8.55814	7.52314	
8.9963	8.51226	
9.29986	8.04596	
9.27154	7.94245	
7.37965	8.93863	
7.67474	8.32071	
4.49232	6.56715	
8.45689	7.0329	
9.0074	6.00678	
9.63949	6.2642	
9.72017	6.80417	
2.65883	8.09471	
2.93543	6.54807	
4.26962	6.67124	
2.41434	9.86652	
2.6393	9.67593	
0.311416	8.50682	
0.283509	8.444	
6.52348	2.39681	
6.75613	1.81889	
6.55755	0.355067	
6.46492	0.412364	
3.95376	3.82937	
3.61467	3.42602	
3.65776	2.88329	
5.79227	3.21218	
5.80598	2.31963	
5.21448	1.83179	
4.8741	2.05975	
4.53745	0.884141	
4.01006	5.06192	
4.57256	5.85333	
8.21106	6.69758	
6.07686	6.19253	
6.45129	6.49514	
4.61714	6.63395	
5.30394	7.28512	
8.02941	4.62997	
4.11143	9.90836	
4.2676	8.83289	
1.13108	4.9127	
2.04372	4.48752	
2.74135	0.273518	
2.71851	9.65625	
3.26967	9.93477	
3.14387	8.41166	
4.04772	8.73635	
3.94265	8.60089	
8.53903	0.909662	
7.57234	0.557999	
9.11468	1.68704	
9.26378	1.60225	
5.54298	3.43319	
4.63335	4.18705	
4.67082	4.28158	
5.20966	1.36572	
4.81487	1.07704	
5.17373	0.179828	
4.5814	0.412615	
3.28166	0.0400021	
3.33331	0.131687	
3.70107	0.438153	
5.97274	5.69067	
6.78527	4.97604	
7.43683	7.17134	
7.37253	8.05568	
7.02994	5.30414	
7.12114	6.04987	
8.37053	5.60011	
8.07889	5.29593	
8.45853	6.10743	
8.19941	6.51078	
6.19468	8.62738	
6.25918	8.99404	
6.2072	8.96358	
6.71198	8.77122	
7.74104	4.557	
6.64463	4.40913	
6.76371	4.59091	
6.70808	4.1948	
8.35358	4.31936	
9.55771	3.87008	
9.48187	3.77399	
9.34302	4.51262	
9.26007	4.53542	
5.27303	9.75598	
5.0244	9.55476	
4.39868	8.80979	
4.79705	9.04832	
5.34587	8.84743	
5.34921	7.53713	
5.86938	7.91674	
1.25631	0.118215	
1.39388	0.212481	
9.04466	1.82489	
7.67469	1.86756	
7.74726	1.7421	
9.90972	0.775992	
9.6368	2.93254	
8.9375	2.50531	
9.08287	2.15891	
4.9163	2.28755	
5.27041	3.33826	
4.68144	3.41932	
4.76856	3.52843	
4.65911	5.81977	
6.99638	7.12217	
6.32191	6.7862	
6.45159	6.65503	
6.72796	8.62261	
6.59835	8.22747	
7.20023	8.06265	
1.06722	2.31886	
0.907284	3.25208	
0.225176	3.72619	
2.39941	2.97886	
3.31634	2.3891	
3.20874	1.90105	
8.96735	3.35487	
8.74926	2.74934	
8.22671	3.87094	
7.23609	0.287921	
7.54048	0.464978	
5.79623	5.59459	
5.51671	5.62339	
6.3286	7.1744	
5.94232	7.91132	
5.96575	7.93599	
6.62926	7.90962	
6.69137	7.81844	
6.69209	7.8639	
0.249195	0.322824	
0.133224	0.320597	
1.03558	2.28741	
0.66584	2.29607	
1.53127	0.522427	
1.06568	2.31741	
1.14015	2.3417	
7.61156	3.51528	
7.73166	3.48561	
7.69677	2.22074	
8.25241	2.78397	
5.73937	5.18091	
5.64905	4.25557	
6.05165	4.41003	
5.20437	4.43123	
5.178	4.91127	
5.36284	5.05474	
0.117257	2.56066	
0.384136	2.02982	
1.77028	0.654035	
2.68956	0.59863	
2.67196	0.58178	
3.0307	1.81769	
2.34348	1.52583	
7.12564	3.59181	
7.53976	3.48964	
6.75173	2.93609	
6.74925	2.66543	
7.42942	2.43997	
0.053089	2.74302	
0.079929	3.69516	
timestep = 0.06
vx	vy
9.76228	4.99543	
3.47225	4.97449	
9.75915	9.98728	
9.71226	9.95336	
9.03956	9.75393	
8.8502	9.41146	
9.75774	9.99595	
6.03871	3.28439	
5.29732	1.45402	
3.55357	1.24996	
2.83049	6.48159	
1.46035	7.4178	
9.53479	8.18906	
9.45894	8.97628	
9.03808	8.80487	
8.40304	9.16797	
7.46397	9.6039	
0.672975	5.36691	
2.70017	5.03534	
2.53037	4.7965	
2.71707	6.24462	
1.73363	6.27831	
0.949955	6.11388	
0.676089	5.57817	
0.56128	7.11926	
0.0323451	7.10942	
2.03816	8.27833	
1.22704	7.74182	
0.911967	7.69968	
1.34573	9.37262	
1.86711	8.69569	
6.36881	0.68927	
3.50959	2.44812	
3.85327	0.89828	
2.95472	0.590802	
2.06247	4.48526	
8.35646	8.72418	
7.93508	8.25697	
8.5554	7.52316	
8.9919	8.51186	
9.29836	8.04506	
9.27227	7.94175	
7.37653	8.94257	
7.6759	8.31946	
4.48608	6.56505	
8.45814	7.03291	
9.00928	6.00663	
9.64041	6.26605	
9.71881	6.80288	
2.66743	8.08915	
2.94226	6.54937	
4.26255	6.67008	
2.41301	9.86514	
2.63614	9.67236	
0.317059	8.51391	
0.284799	8.44173	
6.52117	2.39023	
6.75596	1.81324	
6.55793	0.351675	
6.46064	0.41178	
3.9496	3.83116	
3.60237	3.42215	
