2	54	1	-1
2	3	0	0
3	2	0	0
3	13	0	-1
13	3	0	1
12	55	1	0
12	13	0	0
13	12	0	0
3	4	0	0
4	3	0	0
4	5	0	-1
5	4	0	1
5	14	0	0
14	5	0	0
13	14	0	0
14	13	0	0
4	160	0	0
5	15	0	0
15	5	0	0
16	159	0	1
15	16	0	0
16	15	0	0
2	6	0	0
6	2	0	0
6	170	0	0
6	86	0	0
10	11	0	0
11	10	0	0
10	20	0	0
20	10	0	0
11	21	0	0
21	11	0	0
20	21	0	0
21	20	0	0
23	47	-1	0
25	48	0	0
22	23	0	0
23	22	0	0
22	24	0	0
24	22	0	0
24	25	-1	0
25	24	1	0
17	0	-1	0
17	23	0	0
23	17	0	0
25	41	0	0
11	27	0	0
27	11	0	0
21	22	0	0
22	21	0	0
24	28	0	0
28	24	0	0
27	28	0	0
28	27	0	0
36	37	0	0
37	36	0	0
36	39	0	0
39	36	0	0
37	38	0	0
38	37	0	0
38	41	0	0
41	38	0	0
39	40	0	0
40	39	0	0
40	41	0	0
41	40	0	0
14	39	0	0
39	14	0	0
15	36	0	0
36	15	0	0
12	40	0	0
40	12	0	0
41	25	0	0
16	42	0	0
42	16	0	0
37	43	0	0
43	37	0	0
42	43	0	0
43	42	0	0
48	25	0	0
38	45	0	0
45	38	0	0
45	48	0	0
48	45	0	0
0	17	1	0
47	23	1	0
0	46	0	0
46	0	0	0
46	47	0	0
47	46	0	0
47	48	0	0
48	47	0	0
10	50	0	0
50	10	0	0
26	27	0	0
27	26	0	0
26	49	0	0
49	26	0	0
49	50	0	0
50	49	0	0
28	55	0	0
55	28	0	0
55	12	-1	0
26	30	0	0
30	26	0	0
29	30	0	0
30	29	0	0
29	54	0	0
54	29	0	0
54	55	0	0
55	54	0	0
54	2	-1	1
1	60	0	0
60	1	0	0
1	18	0	0
18	1	0	0
18	19	0	0
19	18	0	0
19	61	0	0
61	19	0	0
60	61	0	0
61	60	0	0
8	31	0	0
31	8	0	0
8	65	0	0
65	8	0	0
31	57	0	0
57	31	0	0
56	57	0	0
57	56	0	0
56	64	0	0
64	56	0	0
64	65	0	0
65	64	0	0
1	68	0	0
68	1	0	0
18	20	0	0
20	18	0	0
44	69	0	0
69	44	0	0
44	51	0	0
51	44	0	0
50	51	0	0
51	50	0	0
68	69	0	0
69	68	0	0
29	130	0	1
30	53	0	0
53	30	0	0
52	53	0	0
53	52	0	0
52	131	0	1
17	78	0	0
78	17	0	0
19	35	0	0
35	19	0	0
35	79	0	0
79	35	0	0
78	79	0	0
79	78	0	0
52	80	0	1
81	82	0	0
82	81	0	0
81	83	0	0
83	81	0	0
82	84	0	0
84	82	0	0
83	85	0	0
85	83	0	0
84	85	0	0
85	84	0	0
53	81	0	0
81	53	0	0
82	97	0	0
49	83	0	0
83	49	0	0
76	99	0	1
76	77	0	0
77	76	0	0
77	84	0	0
84	77	0	0
51	85	0	0
85	51	0	0
60	91	0	0
91	60	0	0
68	92	0	0
92	68	0	0
91	92	0	0
92	91	0	0
93	95	0	0
95	93	0	0
93	94	0	0
94	93	0	0
94	95	0	0
95	94	0	0
8	93	0	0
93	8	0	0
31	59	0	0
59	31	0	0
59	123	0	0
95	123	0	0
67	96	0	0
96	67	0	0
67	94	0	0
94	67	0	0
96	124	0	-1
58	59	0	0
59	58	0	0
58	111	0	0
97	98	0	1
98	97	0	-1
97	82	0	0
98	99	0	0
99	98	0	0
99	76	0	-1
9	34	0	0
34	9	0	0
9	33	0	0
33	9	0	0
33	99	0	0
99	33	0	0
34	98	0	0
98	34	0	0
33	67	0	0
67	33	0	0
96	76	0	-1
43	103	0	0
103	43	0	0
45	70	0	0
70	45	0	0
70	102	0	0
102	70	0	0
