12	15	0	0
15	12	0	0
12	13	0	0
13	12	0	0
13	14	0	0
14	13	0	0
14	19	0	0
19	14	0	0
15	18	0	0
18	15	0	0
18	19	0	0
19	18	0	0
2	20	0	0
20	2	0	0
2	8	0	0
8	2	0	0
8	9	0	0
9	8	0	0
9	21	0	0
21	9	0	0
20	21	0	0
21	20	0	0
5	108	1	0
5	28	0	0
28	5	0	0
29	107	1	0
28	29	0	0
29	28	0	0
30	148	1	0
29	30	0	0
30	29	0	0
6	33	0	0
33	6	0	0
6	127	0	1
33	129	0	1
34	103	1	0
36	106	1	0
34	36	0	0
36	34	0	0
5	35	0	0
35	5	0	0
34	35	0	0
35	34	0	0
40	199	0	1
40	198	0	1
0	166	0	1
0	1	0	0
1	0	0	0
1	40	0	0
40	1	0	0
3	4	0	0
4	3	0	0
3	47	0	0
47	3	0	0
4	7	0	0
7	4	0	0
7	42	0	0
42	7	0	0
41	42	0	0
42	41	0	0
41	46	0	0
46	41	0	0
46	47	0	0
47	46	0	0
16	17	0	0
17	16	0	0
16	31	0	0
31	16	0	0
17	49	0	0
49	17	0	0
31	32	0	0
32	31	0	0
32	51	0	0
51	32	0	0
49	51	0	0
51	49	0	0
10	50	0	0
50	10	0	0
10	15	0	0
15	10	0	0
17	18	0	0
18	17	0	0
49	50	0	0
50	49	0	0
54	55	0	0
55	54	0	0
54	57	0	0
57	54	0	0
55	56	0	0
56	55	0	0
56	58	0	0
58	56	0	0
57	58	0	0
58	57	0	0
20	55	0	0
55	20	0	0
21	23	0	0
23	21	0	0
22	23	0	0
23	22	0	0
22	56	0	0
56	22	0	0
4	58	0	0
58	4	0	0
7	22	0	0
22	7	0	0
2	59	0	0
59	2	0	0
24	61	0	0
61	24	0	0
24	54	0	0
54	24	0	0
59	61	0	0
61	59	0	0
28	63	0	0
63	28	0	0
30	62	0	0
62	30	0	0
62	63	0	0
63	62	0	0
6	53	0	0
53	6	0	0
53	163	0	1
37	159	0	1
37	81	1	0
64	66	0	0
66	64	0	0
64	65	0	0
65	64	0	0
65	68	0	0
68	65	0	0
66	69	0	0
69	66	0	0
67	68	0	0
68	67	0	0
67	70	0	0
70	67	0	0
69	71	0	0
71	69	0	0
70	72	0	0
72	70	0	0
71	72	0	0
72	71	0	0
35	64	0	0
64	35	0	0
63	65	0	0
65	63	0	0
62	68	0	0
68	62	0	0
3	149	1	0
57	67	0	0
67	57	0	0
24	70	0	0
70	24	0	0
36	74	0	0
74	36	0	0
37	73	0	0
73	37	0	0
73	74	0	0
74	73	0	0
38	66	0	0
66	38	0	0
38	75	0	0
75	38	0	0
74	75	0	0
75	74	0	0
38	76	0	0
76	38	0	0
75	76	0	0
76	75	0	0
77	80	0	0
80	77	0	0
77	189	0	1
78	189	0	1
78	79	0	0
79	78	0	0
79	80	0	0
80	79	0	0
39	77	0	0
77	39	0	0
39	69	0	0
69	39	0	0
76	80	0	0
80	76	0	0
1	39	0	0
39	1	0	0
78	159	0	1
73	79	0	0
79	73	0	0
0	90	0	0
90	0	0	0
11	92	0	0
92	11	0	0
11	71	0	0
71	11	0	0
90	92	0	0
92	90	0	0
14	93	0	0
93	14	0	0
19	52	0	0
52	19	0	0
52	91	0	0
91	52	0	0
91	93	0	0
93	91	0	0
11	13	0	0
13	11	0	0
92	93	0	0
93	92	0	0
16	96	0	0
96	16	0	0
52	94	0	0
94	52	0	0
94	96	0	0
96	94	0	0
53	98	0	0
98	53	0	0
97	164	0	1
97	98	0	0
98	97	0	0
59	60	0	0
60	59	0	0
60	102	0	0
102	60	0	0
61	100	0	0
100	61	0	0
100	102	0	0
102	100	0	0
72	101	0	0
101	72	0	0
100	101	0	0
101	100	0	0
106	36	-1	0
103	34	-1	0
103	104	0	0
104	103	0	0
104	105	0	0
105	104	0	0
105	106	0	0
106	105	0	0
103	108	0	0
108	103	0	0
108	5	-1	0
31	104	0	0
104	31	0	0
32	107	0	0
107	32	0	0
107	108	0	0
108	107	0	0
91	112	0	0
112	91	0	0
94	95	0	0
95	94	0	0
95	109	0	0
109	95	0	0
109	112	0	0
112	109	0	0
90	111	0	0
111	90	0	0
111	112	0	0
112	111	0	0
33	81	0	0
81	33	0	0
81	86	-1	1
8	114	0	0
114	8	0	0
25	60	0	0
60	25	0	0
25	113	0	0
113	25	0	0
113	114	0	0
114	113	0	0
9	82	0	0
82	9	0	0
23	116	0	0
116	23	0	0
82	115	0	0
115	82	0	0
115	116	0	0
116	115	0	0
42	118	0	0
118	42	0	0
116	118	0	0
118	116	0	0
41	43	0	0
43	41	0	0
43	117	0	0
117	43	0	0
117	118	0	0
118	117	0	0
82	120	0	0
120	82	0	0
115	119	0	0
119	115	0	0
119	120	0	0
120	119	0	0
114	121	0	0
121	114	0	0
120	121	0	0
121	120	0	0
122	47	-1	0
122	123	0	0
