7 	 11
7 	 8
8 	 17
8 	 9
9 	 8
10 	 17
9 	 10
10 	 9
1 	 10
10 	 1
1 	 4
4 	 1
2 	 5
5 	 2
2 	 3
3 	 2
3 	 9
9 	 3
4 	 5
5 	 4
11 	 19
11 	 12
12 	 11
12 	 13
13 	 12
14 	 18
13 	 14
14 	 13
11 	 7
4 	 13
13 	 4
5 	 12
12 	 5
6 	 7
7 	 6
6 	 14
14 	 6
0 	 6
6 	 0
0 	 1
1 	 0
17 	 8
17 	 10
15 	 17
17 	 15
15 	 16
16 	 15
16 	 0
2 	 16
16 	 2
0 	 16
18 	 14
18 	 19
19 	 18
19 	 11
3 	 18
18 	 3
8 	 7
15 	 19
19 	 15
